id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia
6589	Society of Korean Traditional Costume	198	0	0
6765	Korean Historical Society	198	0	0
4525	The Association of Korean Oriental Pediatrics	197	0	0
5116	ECO-INFOSOC Research Center	197	0	0
5761	The Corrosion Science Society of Korea	197	0	0
5958	Korea Environmental Policy and Administration Society	197	0	0
6064	Sociedade Brasilieira de Protecao Radiologica - SBPR	197	0	0
6660	Studies on History Education	197	0	0
6878	Sung Shin Women's University Educational Reseach Institute	197	0	0
7468	ANGRAD	197	0	0
8702	West Pomeranian University of Technology, Szczecin	197	0	0
9024	Oxfam GB	197	0	0
9793	Sodality: Jurnal Sosiologi Pedesaan	197	0	0
9990	Korea Development Institute	197	0	0
10673	Institucion Universitaria de Envigado	197	0	0
2608	Asian Electric Vehicle Society	196	0	0
4919	Korean Association of Agricultural Extension	196	0	0
5225	Iberoamerican Journal of Industrial Engineering	196	0	0
6649	Medical Bulletin of Zeynep Kamil	196	0	0
6740	Ana Dili Egitimi Dergisi ADED	196	0	0
6806	Korean Association for History of Modern Art	196	0	0
7255	Mersin University Journal of the Faculty of Education	196	0	0
9247	Universidad de Bogota Jorge Tadeo Lozano	196	0	0
9290	Escuela Militar de Cadetes Jose Maria Cordova	196	0	0
11242	Journal of Ners and Midwifery	196	0	0
12072	Revista Pontos de Interrogacao	196	0	0
12072	Revista Pontos de Interrogacao	196	0	0
3089	Advanced Research Journals	195	0	0
4254	Hungarian Dermatological Society	195	0	0
5146	Chiang Mai University	195	0	0
5733	The Korean Society of Media and Arts	195	0	0
6868	The Korean Society for the Study of Anthropology of Education	195	0	0
7408	Imaginations: Journal of Cross-Cultural Image Studies	195	0	0
8668	University of Kanjuruhan Malang	195	0	0
11283	Journal of Research Publication House LLC	195	0	0
12243	Escuela Colombiana de Rehabilitacion	195	0	0
7229	Archives Medical Review Journal	194	0	0
8214	Portuguese Journal of Mental Health Nursing	194	0	0
8747	The Institute of Humanities Research In Konkuk University	194	0	0
9961	Corporacion Universitaria Rafael Nunez	194	0	0
10349	Faculty of Philology, Lomonosov Moscow State University	194	0	0
11491	Omer Halisdemir Universitesi Muhendislik Bilimleri Dergisi	194	0	0
3585	Japanische Hegel-Gesellschaft	193	0	0
5206	International Centre for Sustainable Development of Water	193	0	0
7225	Academicus Journal	193	0	0
10310	Verizona Publisher Limited	193	0	0
7095	Wisconsin Space Grant Consortium	192	0	0
7531	Korean Critical Sociological Association	192	0	0
8275	Humanitas Uluslararasi Sosyal Bilimler Dergisi	192	0	0
8418	Siberian State Medical University	192	0	0
3524	International Centre for Applied Thermodynamics (ICAT)	191	0	0
4334	Korean Society of Cerebrovascular Surgeons/Korean Society of Endovascular Surgery (KAMJE)	191	0	0
5822	National Youth Policy Institute	191	0	0
6392	Korean Society for Drama	191	0	0
6484	Law Research Institute, University of Seoul	191	0	0
6934	Erzincan University Journal of Education Faculty	191	0	0
9066	Yaratici Drama Dergisi	191	0	0
4489	Jurnalul de Chirurgie (Journal of Surgery)	190	0	0
5057	Korean GeoSynthetics Society	190	0	0
5629	American Association of Textile Chemists and Colorists (AATCC)	190	0	0
5650	Korean Society of Occupational Therapy	190	0	0
6595	The Society for Kugyol Studies	190	0	0
6996	Dergi Karadeniz	190	0	0
9979	Faculty of Medicine Universitas Indonesia	190	0	0
10210	Laplage em Revista	190	0	0
11645	Convergencia Revista de Ciencias Sociales	190	0	0
3860	Japan Society of Marketing and DIstribution	189	0	0
7011	Ufa State Academy of Arts	189	0	0
7457	Institute for EU Studies	189	0	0
8504	SoftwareFirst, Ltd.	189	0	0
8796	Tomsk Cancer Research Institute	189	0	0
9250	Research and Development Agency, Ministry of Home Affairs	189	0	0
9507	The Korean Academy of New Religions	189	0	0
10545	Drohobych Ivan Franko State Pedagogical University	189	0	0
11844	Revista Mexicana de Ciencias Forestales	189	0	0
11955	INDTEC, C.A.	189	0	0
1006	Fraunhofer-Institut fur Materialfluss und Logistik	188	0	0
2784	Institute of Food Technology	188	0	0
3202	Computer Oriented Geology COGEO	188	0	0
3393	Journal of Singularities	188	0	0
6723	Applied Linguistics Association of Korea	188	0	0
7277	The Society of Asian Historical Studies	188	0	0
8585	International Association for Fracture Mechanics of Concrete and Concrete Structures	188	0	0
10445	Faculty of Sociology, Lomonosov Moscow State University	188	0	0
5480	The Society of Korean Medical Classics	187	0	0
5547	Foundation Consulting and Legal Protection of Citizens	187	0	0
6077	Lexis Publisher	187	0	0
8184	State Islamic University of Raden Fatah Palembang	187	0	0
9018	Selcuk University Journal of Studies in Turcology	187	0	0
4060	Entomological Society of Indonesia/Perhimpunan Entomologi Indonesia	186	0	0
9094	Gazdasag es tarsadalom	186	0	0
10997	Tver State University	186	0	0
4984	Bursa Ilahiyat Foundation	185	0	0
5730	The Indonesian Phytopathological Society	185	0	0
6652	LinkSciencePlace	185	0	0
9026	Signum Revista da ABREM	185	0	0
10381	Revista Recien - Revista Cientifica de Enfermagem	185	0	0
10900	Science Journal of University of Zakho	185	0	0
11863	University of Leicester	185	0	0
4184	Revista Internacional de Relaciones Publicas	184	0	0
5290	Korean Recycled Constructions Resource Institute	184	0	0
6176	Revista de Ensino de Engenharia	184	0	0
6750	Tribunal Permanente de Revisao do MERCOSUL	184	0	0
7055	Medical Science and Discovery	184	0	0
7864	Urimalgeulhakhoe	184	0	0
8853	Universidad Cientifica del Sur	184	0	0
10884	COES and RJ, LLC	184	0	0
11680	Yuzuncu Yil Universitesi Tarim Bilimleri Dergisi	184	0	0
16117	Association of Austrian Librarians	184	0	0
4072	The Korea Academia-Industrial Cooperation Society	183	0	0
5916	Journal of Odor and Indoor Environment	183	0	0
6533	Institute for Humanities and Social Sciences	183	0	0
6982	Ter es Tarsadalom	183	0	0
7116	The International Promotion Agency of Culture Technology	183	0	0
7218	Cesuca - Centro Ensino Superior de Cachoeirinha	183	0	0
8132	Sociedad Mexicana de Ingenieria Sismica A.C.	183	0	0
8281	Universidad de Cuenca	183	0	0
11322	ClinTransMed, AB	183	0	0
11429	Oxford Institute for Energy Studies	183	0	0
4834	Korean Academy of Oral Health (KAMJE)	182	0	0
5578	Conselho Federal de Farmacia	182	0	0
6941	Instituto do Zootecnia	182	0	0
7186	Global Science Publishing Group	182	0	0
7194	Neurosciences	182	0	0
7961	Division de Ciencias Biologicas y de la Salud, UNISON	182	0	0
10258	Soegijapranata Catholic University	182	0	0
8914	Korean Association of Family Therapy	181	0	0
9629	The Oral Biology Research Institute at Chosum University	181	0	0
11229	IJAR APCBE Publishing	181	0	0
5717	Horizon E-Publishing Group	181	0	0
3912	Canadian Institute of Public Health Inspectors	180	0	0
3986	Zonguldak Karaelmas University	180	0	0
4182	Korean Cleft Palate-Craniofacial Association	180	0	0
5260	Institue of Mathematics, USC RAS	180	0	0
6791	Hacettepe University Journal of Education	180	0	0
7419	American Studies Institute	180	0	0
7881	The Korean History Education Society	180	0	0
8128	ISHIB (Ethnicity & Disease)	180	0	0
8537	Institute of Language and Information Studies	180	0	0
9275	American Dental Education Association	180	0	0
10749	AD Publications	180	0	0
11349	Pontifica Universidad Catolica del Ecuador	180	0	0
120	Japanese Physical Therapy Association	179	0	0
2073	Society for Art and Science	179	0	0
5450	Korean Academy of Dental Technology	179	0	0
6929	Korea Society of Digital Industry and Information Management	179	0	0
7137	Journal of Agricultural Informatics	179	0	0
7939	The Korean Society of Beauty and Art	179	0	0
10763	University of Kuningan	179	0	0
11158	Universitas Semarang	179	0	0
1607	Kentucky Academy of Science	178	0	0
6331	The Korean Society of Disaster Information	178	0	0
6670	CEGOT - Center of Studies on Geography and Spatial Planning	178	0	0
7291	China Research Center	178	0	0
7616	School of Management, Hospitality and Tourism, University of the Algarve	178	0	0
8046	Revista do Mestrado em Direito da Universidade Catolica de Brasilia: Escola de Direito	178	0	0
9942	Cherepovets State University	178	0	0
1944	Institute of Life Cycle Assessment	177	0	0
4891	Korean Academy of Oral Biology	177	0	0
4944	Romanian Association of Balneology	177	0	0
5345	Karabuk University Journal of Institute of Social Sciences	177	0	0
7632	Research Institute for Social Science Keimyung University	177	0	0
7912	Yonetim ve Ekonomi	177	0	0
8621	Silesian University of Technology	177	0	0
11150	Assoc. for Computational Linguistics Bulgaria	177	0	0
5212	The Korean Family Welfare Association	176	0	0
5686	Revista Nativa	176	0	0
6809	Korean Association for Advertising and Public Relations	176	0	0
10748	Fakultas Ilmu Komputer Universitas Brawijaya	176	0	0
12047	Revista Dialectus	176	0	0
12047	Revista Dialectus	176	0	0
5413	American Association of Family and Consumer Sciences	175	0	0
5757	Korean Association of Art History Education	175	0	0
6252	Eurasian Publications	175	0	0
6808	FSM Scholarly Journal of Humanities and Social Sciences	175	0	0
6835	The Classic and English Renaissance Literature Association of Korea	175	0	0
9771	Revista Critica	175	0	0
9971	Universidad Privada Boliviana	175	0	0
10798	Uniwersytet Opolski	175	0	0
11360	The Korean Child Neurology Society	175	0	0
3219	The Japanese Society for Cognitive Psychology	174	0	0
5693	Global Science and Technology	174	0	0
6159	Institute of Legal Studies, Kyung Hee University	174	0	0
7658	The Society of Korean Medicine Rehabilitation	174	0	0
9716	Sejong University Language Research Institute	174	0	0
10328	Armenian State Pedagogical University after Khacatur Abovyan	174	0	0
10542	The Pedagogical University of Cracow/Uniwersytet Pedagogiczny w Krakowie	174	0	0
10732	Eastern Macedonia and Thrace Institute of Technology	174	0	0
11554	Portuguese Society of Dermatology and Venereology	174	0	0
9887	White Rose University Press	174	0	0
3971	Korean Society of Muscle and Joint Health	173	0	0
4524	The Korean Foundrymens Society	173	0	0
6144	The Korean Society of Climate Change Research	173	0	0
6679	Dankook Center for Dispute Resolution	173	0	0
6964	Russian Law Journal	173	0	0
9016	Journal of Field Crops Central Research Institute	173	0	0
9820	Grupo de Investigacion Arte y Ciudad, UCM	173	0	0
10375	University of Garmian	173	0	0
10915	Revista de Engenharia e Pesquisa Aplicada	173	0	0
3674	Institute for Social Research Zagreb	172	0	0
6557	The Medieval and Early Modern English Studies Association of Korea	172	0	0
7438	International Journal of Applied Mathematics, Electronics and Computers	172	0	0
7704	Associacao Brasileira de Odontologia Rio de Janeiro (ABORJ)	172	0	0
8515	Federal Reserve Bank of St. Louis	172	0	0
9661	Asociacion Colombiana de Neurologia	172	0	0
9750	Universidad Francisco de Paula Santander	172	0	0
9918	Journal of Childrens Infections	172	0	0
10944	MedicHub Media	172	0	0
12243	Escuela Colombiana de Rehabilitacion	172	0	0
12016	Publicaciones Latinoamericanas SRL	172	0	0
7578	Fundacao CECIERJ	172	0	0
5322	Revista de Empreendedorismo e Gestao de Pequenas Empresas (REGEPE)	171	0	0
6477	Korean Society for Art History	171	0	0
7664	Universidad Del Atlantico	171	0	0
7775	Mathematical Notes	171	0	0
8826	Journal of Tourism and Gastronomy Studies	171	0	0
9381	Instituto Mexicano de Ejecutivos de Finanzas, A.C. (IMEF)	171	0	0
9589	Revista Mexicana de Ciencias Pecuarias	171	0	0
10023	Totem Publisher, Inc.	171	0	0
10326	IAIN Syekh Nurjati Cirebon	171	0	0
10621	University of Baghdad College of Science	171	0	0
11582	BioAxis DNA Research Centre	171	0	0
5490	The Korean Society for Literature and Religion	170	0	0
5936	Korean Industrial Hygiene Association	170	0	0
6492	The Study of the Eastern Classic	170	0	0
8176	MediaSphere Medical LLC	170	0	0
9214	Universidad Nacional de Ingenieria	170	0	0
9391	University of Human Development	170	0	0
9442	Publishing Center Dialog	170	0	0
10036	The Korean Society of Health and Welfare	170	0	0
10675	Escuela Superior de Guerra	170	0	0
2770	Society of Adaptive Science in Taiwan	169	0	0
3101	Atlas Publishing, LP	169	0	0
3415	Korean Magnetic Resonance Society	169	0	0
4428	The Korean Society of Endoscopic and Laproscopic Surgeons	169	0	0
5015	Korean Society for Neurorehabilitation (KAMJE)	169	0	0
6232	Encuentros/Encounters/Rencontres on Education	169	0	0
8636	HIDK (CARCL)	169	0	0
8900	Croatian Philosophical Society (Hrvatsko filozofsko drustvo)	169	0	0
10149	Academia Brasileira de Direito Constitucional	169	0	0
10416	PROMETEICA - Revista de Filosofia y Ciencias	169	0	0
5631	Society for Cultural Anthropology	168	0	0
5986	Turkish Journal of Sport and Exercise	168	0	0
6841	The Korea Society for Educational Law	168	0	0
7586	Eastern University	168	0	0
7646	Researcher Social Sciences Studies	168	0	0
8422	Synapse, LLC	168	0	0
8779	Institute of Korean Literature and Arts	168	0	0
8782	Deu Muhendislik Fakultesi Fen ve Muhendislik	168	0	0
9011	Korean Sociological Association	168	0	0
9350	Society for Veterinary Science and Biotechnology	168	0	0
9354	Corporacion Universitaria del Caribe - CECAR	168	0	0
9504	The Society of Internal Korean Medicine	168	0	0
10199	Science Target, Inc.	168	0	0
11955	INDTEC, C.A.	168	0	0
12263	Universitas Bunda Mulia	168	0	0
3987	Journal of Applied Optics	167	0	0
4231	UCTEA Chamber of Textile Engineers	167	0	0
4838	Japan Academy of Critical Care Nursing	167	0	0
7237	Institute for Cognitive Science	167	0	0
7371	Orthopaedic Section, APTA, Inc.	167	0	0
7871	CNU Research Institute of Education	167	0	0
8000	IEA Solar Heating and Cooling Programme	167	0	0
8091	British Institute at Ankara	167	0	0
8920	Korean Review of Organizational Studies	167	0	0
10410	Journal of Economic Development - University of Economics Ho Chi Minh City	167	0	0
11784	Sekolah Tinggi Ilmu Pertanian Wuna	167	0	0
6346	Technical University of Kosice, Faculty of Electrical Engineering and Informatics	167	0	0
2304	John Rylands University Library	166	0	0
7085	The Apicultural Society of Korea	166	0	0
7723	Kozgazdasagi Szemle	166	0	0
8362	The Association of Korea Literary Theory and Criticism	166	0	0
10270	Research Plus Journals	166	0	0
10917	Association of Anesthesiologists of Ukraine	166	0	0
11117	Balai Riset dan Standardisasi Industri Samarinda	166	0	0
11410	Revistas Killkana	166	0	0
10001	Goodfellow Publishers, Ltd.	166	0	0
5203	Societat Catalana de Salut Laboral	165	0	0
5795	Infectious Disease and Control Branch (IDPCB) - Public Health Agency of Canada	165	0	0
5900	Divan Edebiyati Arastirmalari Dergisi	165	0	0
7231	Instituto de Quimica - Univ. Federal do Mato Grosso do Sul	165	0	0
7299	Endoscopy Gastrointestinal	165	0	0
7630	Economic Policy	165	0	0
7733	Revista Baiana de Enfermagem	165	0	0
7859	Society for Learning Analytics Research	165	0	0
8008	Enliven Archive	165	0	0
8204	Sakarya University Journal of Education	165	0	0
8596	Revista ALCONPAT	165	0	0
8620	Center for Journal Management and Publication, Lambung Mangkurat University	165	0	0
8659	Adarsh Group of Institutions	165	0	0
9265	Ivano-Frankivsk National Medical University	165	0	0
9675	Revista Grifos	165	0	0
9826	The Japan Center	165	0	0
9947	Sociedad Espanola de Hidrologia Medica	165	0	0
10572	eRelation AG	165	0	0
10794	Brasiliana	165	0	0
11508	James P. Adams Library, Rhode Island College	165	0	0
4611	Dinamia'cet-IUL	164	0	0
5935	Korean Society of Integrative Medicine	164	0	0
7250	International Society of Offshore and Polar Engineers	164	0	0
7370	Badan Litbang SDM Kementerian Komunikasi dan Informatika	164	0	0
7633	Istanbul Aydin University	164	0	0
7783	Konuralp Medical Journal	164	0	0
8638	Latest Thinking, GmbH	164	0	0
9780	Oklahoma State University Library	164	0	0
9797	Korean Association of Women's History	164	0	0
10454	MGIMO University	164	0	0
10529	Structurae	164	0	0
11279	Naif Arab University for Security Sciences	164	0	0
3962	AJIT - E Academic Journal of Information Technology	163	0	0
6994	JScholar	163	0	0
8714	Universidad La Gran Colombia	163	0	0
8942	Selcuk Universitesi Edebiyat Fakultesi Dergisi	163	0	0
8964	NRC Kurchatov Institute GOSNIIGENETIKA	163	0	0
9238	CRI Electronics	163	0	0
11315	Osrodek Pamiec i Przyszlosc	163	0	0
2104	Oxford Brookes University	162	0	0
4228	Engineers Australia	162	0	0
5231	Korea Intelligent Information System Society	162	0	0
5346	Bezmialem Vakif University	162	0	0
5775	College of Veterinary Medicine	162	0	0
6954	IFHAN	162	0	0
7057	Uludag University Journal of the Faculty of Engineering	162	0	0
7737	Povolzhskiy State University of Telecommunications and Informatics	162	0	0
7751	The Korea-Japan Historical Society	162	0	0
8023	Associacao Portuguesa de Sistemas de Informacao	162	0	0
10058	Universitas Pasundan	162	0	0
2182	Division of Chemical Information and Computer Sciences	161	0	0
4394	The Korean Society for Legal Medicine (KAMJE)	161	0	0
4647	Croatian Interdisciplinary Society	161	0	0
4714	Japan Society of Health Promotion and Physical Therapy	161	0	0
5593	Korean Academy of Orofacial Pain and Oral Medicine	161	0	0
5914	Association of Food Technology, Turkey	161	0	0
6597	The Association of East Asian Ancient Studies	161	0	0
7177	Gumushane Universitesi Sosyal Bilimler Elektronik Dergisi	161	0	0
7394	ABC Journals	161	0	0
7430	SMS Institute of Technology	161	0	0
7615	International Society for Managing and Technical Editors (ISMTE)	161	0	0
8578	The Society of Korean Historical Manuscripts	161	0	0
9493	Agricultura, Sociedad y Desarrollo	161	0	0
9766	Korean Association of Thai Studies	161	0	0
9994	The Korean Society for Pastoral Care and Counseling	161	0	0
11010	Lodzkie Towarzystwo Naukowe	161	0	0
11040	Fortune Journals	161	0	0
12016	Publicaciones Latinoamericanas SRL	161	0	0
4202	Kolej Islam Darul Ridzuan	161	0	0
4595	Petrological Society of Korea	160	0	0
5999	The Korea Association of Foreign Languages Education	160	0	0
7256	Korean Society of Strategic Management	160	0	0
7601	Eurasian Journal of Soil Sciences	160	0	0
7817	Korean Institute of Cultural Product Art and Design	160	0	0
8048	Institute of Japanese Studies Dankook University	160	0	0
9424	Convergence Society for SMB	160	0	0
10472	Mardjani Foundation for Support and Development of Research and Cultural Programs	160	0	0
10477	Scientific Research Foundation XXI Century	160	0	0
5027	The Korean Society for Surgery of the Hand (KAMJE)	159	0	0
8063	The Social Science Research Institute	159	0	0
8346	CPI Journal	159	0	0
9194	Journal of International Scientific Researches	159	0	0
10404	The Linguistic Association of Korea	159	0	0
12316	Instytut Ekonomiki Rolnictwa i Gospodarki Zywnosciowej Panstwowy Instytut Badawczy	159	0	0
5801	The Hong Kong University of Science and Technology Library	158	0	0
5910	Korean Academy of Preventive Dentistry	158	0	0
9088	Augusta University	158	0	0
9599	Andalas University	158	0	0
7505	Journal of Thermal Engineering	157	0	0
7795	Institute for Analytical Instrumentation of the Russian Academy of Sciences	157	0	0
10365	Universidad de Boyaca	157	0	0
10512	Psicologia em Pesquisa	157	0	0
11048	Siberian State Automobile and Highway University (SibADI)	157	0	0
11126	The Korean Society of Inclusive Education	157	0	0
11443	Moscow Agricultural Academy named after K.A. Timiryazev	157	0	0
12193	Universitas Islam Lamongan	157	0	0
2925	Associacao Educacional de Vitoria	156	0	0
5111	Revista de Ciencia de Madeira	156	0	0
6111	Institute for Liquid Atomization and Spray Systems - Korea	156	0	0
6240	Vellalar College for Women	156	0	0
6947	The Pharmaceutical Society of Korea	156	0	0
8090	The Institute for Northeast Asian Law Chonbuk National University	156	0	0
10243	Federal Reserve Bank of San Francisco	156	0	0
10612	Seoul National University Asia Center	156	0	0
12309	Universitas Papua	156	0	0
2606	Business Expert Press	155	0	0
6590	Ataturk Universitesi Veteriner Bilimleri Dergisi	155	0	0
7080	LLC OVS	155	0	0
7213	The NCHERM Group, LLC	155	0	0
7771	Cumhuriyet Universitesi Ilahiyat Fakultesi Dergisi	155	0	0
8591	Yunnan Provincial Research Institute for Ethnic Arts	155	0	0
8939	ISTE OpenScience	155	0	0
11797	STAIN Curup	155	0	0
4501	Global Journal of Community Psychology Practice	154	0	0
5323	ISE Vera Cruz	154	0	0
5416	Korean Society of Medical Physics (KAMJE)	154	0	0
5516	Journal of Divinity Faculty, Hitit University	154	0	0
5896	Maranatha Christian University	154	0	0
5961	Business and Management Studies: An International Journal	154	0	0
6495	Korean Society for the Study of Physical Education	154	0	0
6581	Koreanische Nietzsche Gesellschaft	154	0	0
6717	Korean Society for Rehabilitation of Persons with Disabilities	154	0	0
7345	Academic and Educational Forum on International Relations	154	0	0
8024	Faculdade Antonio Meneguetti	154	0	0
8842	IAP Intensive Care Chapter India	154	0	0
9607	Gorodets	154	0	0
9628	Society for Modeling and Simulation International (SCS)	154	0	0
10158	Wits Enterprise	154	0	0
10746	Associacao Brasileira de Psiquiatria	154	0	0
11253	CSRC Publishing, Center for Sustaninability Research and Consultancy	154	0	0
2932	Soft Computing and Intelligent Information Systems	153	0	0
4516	Revista de Gestae e Secretariado (GESEC)	153	0	0
6472	Korean Society of Special Education	153	0	0
7210	Institute of Social Science, Sogang University	153	0	0
7238	Sarada Ranganathan Endowment for Library Science	153	0	0
7915	Marshall University Libraries	153	0	0
7952	IMS Institute Noida	153	0	0
8455	Deadong Philosophical Association	153	0	0
8468	Korean Society for Journalism and Communication Studies	153	0	0
9798	Corporacion Universitaria Lasallista	153	0	0
10196	NPG Publishing	153	0	0
5301	Fundacion de Ciencias de la Salud	152	0	0
5708	Korean Institute of Traditional Landscape Architecture	152	0	0
5785	Production Engineering Institute (PEI), Faculty of Mechanical Engineering	152	0	0
5889	Private Enterprise, Politehperiodika	152	0	0
6249	The Korean Association of Political Science and Communication	152	0	0
6466	Korean Marketing Association	152	0	0
6569	Turkish Journal of Entomology	152	0	0
7655	Argumentum	152	0	0
8167	Jurnal Veteriner	152	0	0
8850	Faculty of Mechanical Engineering and Naval Architecture, Univ. of Zagreb	152	0	0
9348	Rostov State Medical University	152	0	0
9925	Revista Eletronica Politica e Gestao Educacional	152	0	0
4097	Department of Food Science, Bogor Agricultural Food Science	151	0	0
4623	Global Business Research Center	151	0	0
4700	Research Institute of Agricultural Economics	151	0	0
5533	Society for Meridian and Acupoint	151	0	0
5918	Japan Association of Solvent Extraction	151	0	0
6786	Brazilian Journal of Forensic Sciences, Medical Law and Bioethics	151	0	0
6867	Ewha Music Research Institute	151	0	0
8171	Association of Computer, Communication and Education for National Triumph Social and Welfare Society (ACCENTS)	151	0	0
8211	CONSINTER	151	0	0
8835	The Korean Advertising and PR Practitioners Society	151	0	0
10090	STC Industry Safety CJSC	151	0	0
10761	ACG Publications	151	0	0
4253	Department of Forest Management	151	0	0
11340	Academia Nacional de Estudios Politicos y Estrategios (ANEPE)	151	0	0
16179	Revista Latino-Americana De Arqueologia Historica	151	0	0
5825	Korean Society for Correction Service	150	0	0
5993	Genel Tip Dergisi	150	0	0
6506	The Korean Society for Feminist Studies in English Literature	150	0	0
6931	Regio	150	0	0
6992	Saglik Bilimleri ve Meslekleri Dergisi	150	0	0
7002	Geological Society of India	150	0	0
7940	Reunir Revista de Administracao, Contabilidade e Sustentabilidade	150	0	0
8035	The Journal of Asia TEFL	150	0	0
8205	Turkish Journal of Education	150	0	0
8375	The Korean Association for Local Government Studies	150	0	0
9567	Padjadjaran Jurnal Ilmu Hukum	150	0	0
9683	Departamento de Psicobiologia - UNIFESP	150	0	0
10107	National Scientific Centre Institute of Metrology	150	0	0
10576	IAIN Padangsidimpuan	150	0	0
11270	Scientific Society Anatomists, Histologists, and Embryologists, Ukraine	150	0	0
11509	The Institute for Biblical Text Research of the Korean Bible Society	150	0	0
12168	JSC VNIIOENG	150	0	0
4402	Korean Society of Earth and Exploration Geophysicists	149	0	0
4580	Korea Society of Fluid Power and Construction Equipment	149	0	0
5742	Korean Society of Perinatology (KAMJE)	149	0	0
6666	Statistics and Probability African Society (SPAS)	149	0	0
7297	The Medical Journal of Mustafa Kemal University	149	0	0
7376	The Institute for Legal Studies	149	0	0
7541	FUNDACE	149	0	0
8723	Winchester University Press	149	0	0
10396	Institute of Chemistry of Academy of Science of Moldova	149	0	0
5665	Pediatric Urology Case Reports	148	0	0
6080	Indonesian Journal of Clinical Pharmacy	148	0	0
7519	The Korea Association of Yeolin Education	148	0	0
7671	Korean Association for Public Administration	148	0	0
8884	Diponegoro University	148	0	0
10436	Center For Chemical & Packaging (Balai Besar Kimia & Kemasan)	148	0	0
10476	Fakultas Teknik Universitas Muhammadiyah Jakarta	148	0	0
11115	al-Farabi Kazakh National University	148	0	0
4831	Biomath Forum	147	0	0
5215	The Korean Society of Preventive Veterinary Medicine	147	0	0
5854	The Japanese Society of Oral Diagnosis/Oral Medicine	147	0	0
5934	The Korean Society of Elementary Science Education	147	0	0
6882	The International Fiscal Association of Korea	147	0	0
7982	Asociatia Pentru Cresterea Vizibilitatii Cercetarii Stiintifice (ACVCS)	147	0	0
8442	Electrical Engineering Department, Andalas University	147	0	0
10095	Infogain Publication	147	0	0
10108	Future Studies Research Journal: Trends and Strategies	147	0	0
10330	Publiverse Online S.R.L	147	0	0
10982	Animal Behavior and Cognition	147	0	0
4990	Asociacion Interprofesional Desarrollo Agrario (AIDA)	147	0	0
5431	Korean Association for Multicultural Education	146	0	0
5658	Centro Universitario UNISOCIESC	146	0	0
8030	Neal A. Maxwell Institute for Religious Scholarship	146	0	0
8143	Universidad Peruana de Ciencias Aplicadas	146	0	0
9025	Revista Brasileira de Politica e Administracao da Educacao - RBPAE	146	0	0
9087	Sociedad de Ciencias Aranzadi	146	0	0
11751	Oil and Gas Research Institute of the RAS	146	0	0
11844	Revista Mexicana de Ciencias Forestales	146	0	0
3165	APGF-IFGW/UNICAMP	145	0	0
4322	Russian-British Institute of Management (RBIM)	145	0	0
6775	Annals of Surgical Hepatology	145	0	0
8227	Society for Mining, Metallurgy and Exploration Inc.	145	0	0
9417	Korean Society of Children's Literature and Education	145	0	0
9903	International Journal of Applied and Pure Science and Agriculture	145	0	0
10866	Faculdade Luterana de Teologia	145	0	0
11997	Universidad de Manizales	145	0	0
11997	Universidad de Manizales	145	0	0
3251	Instituto de Economia Aplicada a la Empresa (IEAE)	144	0	0
3703	Associazione Italiana di Telerilevamento	144	0	0
5046	The Scientific Society Akroasis	144	0	0
5772	Marmara Cografya Dergisi	144	0	0
6065	Temple University Press	144	0	0
6762	University of the Immaculate Conception	144	0	0
7484	Turkish Journal of Forestry	144	0	0
7755	EconoQuantum	144	0	0
9195	Salahaddin University - Erbil	144	0	0
10097	Jungseok Research Institute of International Logistics and Trade	144	0	0
10175	Alevi Bektasi Kultur Enstitusu	144	0	0
4360	International Association for Sustainable Development and Management	143	0	0
6410	Associacao de Estudos E Pesquisas Em Politicas E Practicas Curriculares	143	0	0
7241	NII KPSSZ	143	0	0
7244	Forschungszentrum Julich, Zentralbibliothek	143	0	0
8519	IJARS Group	143	0	0
8634	Russian Research Anti-Plague Institute Microbe	143	0	0
9235	Bogazici University	143	0	0
10103	Evidence Based Communications	143	0	0
10166	Sanata Dharma University	143	0	0
11863	University of Leicester	143	0	0
11893	Universidad Catolica Silva Henriquez	143	0	0
2150	Justice Research and Statistics Association	142	0	0
4591	The Korean Society of Oceanography	142	0	0
4900	Society of Japan Science Teaching	142	0	0
4986	Russian New University	142	0	0
7590	Exercise Fitness and Health Alliance	142	0	0
7711	University of Banking of National Bank of Ukraine (Kyiv)	142	0	0
7958	Gojoseon and Dangun Studies Association	142	0	0
10501	Faculty of Engineering, University of Kragujevac	142	0	0
11033	University of Primorska Press	142	0	0
11147	Balai Bahasa Jawa Barat	142	0	0
11432	Fakultas Kedokteran Universitas Riau	142	0	0
11669	Ural State University of Economics	142	0	0
11782	Fundacja Upowszechniajaca Wiedze i Nauke Cognitione	142	0	0
3754	IDP Education Cambodia, Ltd.	141	0	0
5432	Korea Society of Management Information Systems	141	0	0
6476	Jurnal Anestesi Perioperatif (JAP)	141	0	0
6742	The Donam Language and Literature	141	0	0
7661	Kelam Arastirmalari Dergisi (Journal of Kalam Studies)	141	0	0
7731	SE Liubov Syvorova	141	0	0
8218	Gumushane University E-Journal of Faculty of Communication	141	0	0
8552	Hasanuddin University, Faculty of Law	141	0	0
8741	C.Q.D.- Revista Eletronica Paulista de Matematica	141	0	0
9084	Prasetiya Mulya Publishing	141	0	0
10649	The Society for the Research of Chinese Language and Literature	141	0	0
10815	Sift Desk	141	0	0
