id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia
11352	RS Publication	141	0	0
12255	Adnan Menderes Universitesi Sosyal Bilimler Enstitusu Dergisi	141	0	0
9949	University of Rhode Island	141	0	0
9324	Eotvos Lorand University (ELTE)	141	0	0
6248	The Korean Society for Biomedical Laboratory Sciences	140	0	0
6400	Korean Society of Consumer Policy and Education	140	0	0
6940	IndorSoft, LLC	140	0	0
7913	Federacion Colombiana de Obstetricia y Ginecologia	140	0	0
8528	Korean Society of Education Through Art	140	0	0
8709	Institute for Law and Public Policy	140	0	0
8868	IFCE	140	0	0
9112	Applied Mathematics and Mechanics	140	0	0
9693	UNAM Facultad de Estudios Superiores Iztacala	140	0	0
10788	Universitas Galuh Ciamis	140	0	0
11718	Korean Law-Related Education Association	140	0	0
12144	Edizioni Ca Foscari	140	0	0
4588	The Korean Society of Fish Pathology	139	0	0
5485	The Korean Academy of Oriental Medicine Prescription	139	0	0
7184	Institute of Engineering Science, Ural Branch RAS	139	0	0
7199	Yalova Journal of Social Sciences	139	0	0
7311	Korean Society for Medical Mycology	139	0	0
7410	Instituto de Treinamento e Pesquisa em Gestalt Terapia	139	0	0
7676	Greenwave Publishing of Canada	139	0	0
8658	IAIN Samarinda	139	0	0
10747	Revista Praxis	139	0	0
10945	LPPM Hang Tuah Pekanbaru	139	0	0
12099	Universitas Muhammadiyah Surabaya	139	0	0
12099	Universitas Muhammadiyah Surabaya	139	0	0
4688	International Journal of Alcohol and Drug Research	138	0	0
7222	Institute of Korean Studies	138	0	0
7605	Faculty of Economics, University of Brawijaya	138	0	0
7949	Korean Neurocritical Care Society	138	0	0
8512	Chamber of Financial Auditors of Romania	138	0	0
9781	Universitas Tadulako	138	0	0
9799	Society of Toxicology, India	138	0	0
9833	Institute of Management Sciences	138	0	0
624	Japanese Society of Human-Environment System	137	0	0
6614	Journal of Istanbul University Faculty of Dentistry	137	0	0
7458	Faculty of Agriculture in Osijek	137	0	0
7585	Universidad ECCI	137	0	0
8694	College of Science for Women	137	0	0
8977	Krasovskii Institute of Mathematics and Mechanics UB RAS	137	0	0
9167	National Research and Development Institute for Industrial Ecology IND-ECOIND	137	0	0
9927	Korea Association of Business Education	137	0	0
11731	Mix Sustentavel	137	0	0
11746	Coordinacion de Publicaciones de la Escuela Superior de Economia	137	0	0
12285	Kuramsal Egitimbilim Dergisi	137	0	0
11847	Russkiy Vrach Publishing House	137	0	0
5131	Revista Agrotecnologia	136	0	0
6271	Journal of Life Economics	136	0	0
6511	IJNC Editorial Committee	136	0	0
6787	Acta Odontologica Turcica	136	0	0
7882	Editora Dom Helder	136	0	0
8308	The Korean Society of Traumatology	136	0	0
8575	Slovenian Forestry Institute	136	0	0
8687	Administracao Publica e Gestao Social	136	0	0
8923	Korea Risk Management Society	136	0	0
9230	Mehmet Akif Ersoy Universitesi Egitim Fakultesi Dergisi	136	0	0
9741	Multiculture and Peace Institute	136	0	0
9956	Fundació Barcelona Respiratory Network	136	0	0
10420	Jurnal Teknologi Perikanan dan Ilmu Kelautan	136	0	0
10439	LPPM Unsyiah	136	0	0
10505	KUKKIWON	136	0	0
10832	Orenburg State University	136	0	0
3376	Brazilian Journal of Petroleum and Gas	135	0	0
3755	The Korean Society of Sports Medicine (KAMJE)	135	0	0
5495	The Nammyonghak Studies Institute	135	0	0
5704	Korea Regional Communication Research Association	135	0	0
6457	The Altaic Society of Korea	135	0	0
6944	Intersections	135	0	0
8556	Laikos Servicos Ltda	135	0	0
8803	The Linguistic Science Society	135	0	0
9631	Society for Upliftment of Rural Economy (SURE)	135	0	0
10950	Internauka Kiev	135	0	0
11496	Revista FOCO	135	0	0
3181	Portularia, Revista de Trabajo Social	134	0	0
4250	Marmara University Journal of Science	134	0	0
4763	Korean Thyroid Association (KAMJE)	134	0	0
4888	The Agricultural Economic Society of Tohoku	134	0	0
5771	M.U. Iktisadi ve Idari Bilimler Dergisi	134	0	0
7061	University of Lincoln, School of Film and Media and Changer Agency	134	0	0
7506	The Legal Studies Institute of Chosun University	134	0	0
8291	Littera Turca Journal of Turkish Language and Literature	134	0	0
9080	LLC MedTestInfo	134	0	0
9233	Universidad Santiago de Cali	134	0	0
10105	European Open Access Publishing (Europa Publishing)	134	0	0
10902	The Center for Political, Economic and Social Research (PESA)	134	0	0
11469	Universitas Nahdlatul Ulama Blitar	134	0	0
11801	Sciaccess Publishers LLC	134	0	0
4742	Pamukkale University Journal of Education	133	0	0
4796	International Journal of Optimization and Control: Theories and Applications	133	0	0
5283	Faculty of Civil Engineering Osijek	133	0	0
5641	Faculty of Natural Sciences and Engineering, Department of Textiles	133	0	0
5646	American V-King Scientific Publishing	133	0	0
5679	Biblioteca Atena, Instituto Federal de Goias	133	0	0
6002	COPD Foundation	133	0	0
6612	Kafkas University Faculty of Divinity Review	133	0	0
7122	INCDMTM	133	0	0
7520	Kocatepe Medical Journal	133	0	0
7976	IJAEDU- International E-Journal of Advances in Education	133	0	0
8016	Societe d'Etudes Franco-Coreennes	133	0	0
8198	ACTS Theology Institute	133	0	0
8350	SoftQ Sp. z.o.o.	133	0	0
9358	Malaysian Palm Oil Board	133	0	0
9747	А. M. Gorky Institute of World Literature of the Russian Academy of Sciences	133	0	0
9778	The Association of Engineers, India	133	0	0
6908	Harrington Park Press	133	0	0
5534	Korean Society of Archives and Records Management	132	0	0
5893	The East Asian Association of International Studies	132	0	0
7709	Revista Evidenciacao Contabil & Financas	132	0	0
7794	GIAP Journals	132	0	0
7839	Fundacion Ignacio Larramendi	132	0	0
8179	Journal of the Medical Sciences (Berkala Ilmu Kedokteran)	132	0	0
8386	International Association for Human Caring	132	0	0
8800	Revista Elo - Dialogos em Extensao	132	0	0
9222	Turkish Journal of Family Medicine and Primary Care	132	0	0
9353	International Journal of Research in Education and Science	132	0	0
5454	The Sociolinguistic Society of Korea	131	0	0
5572	Association of American Geographers	131	0	0
6720	Sosyoekonomi	131	0	0
6839	CSRI Elektropribor	131	0	0
6889	Sakarya Universitesi Ilahiyat Fakultesi Dergisi	131	0	0
8045	Revista de Direito Internacional Economico e Tributario	131	0	0
8102	Laureate Education, Inc.	131	0	0
8119	Association of Forensic Medical Experts	131	0	0
8165	Scholedge R&D Center	131	0	0
8252	RECOM (Revista de Enfermagem do Centro Oeste Mineiro)	131	0	0
8576	Korean Association for Local Government Studies	131	0	0
9049	Ortadogu Medical Journal	131	0	0
10225	Sumy State Pedagogical University named A.S.Makarenko	131	0	0
11113	Sean Kingston Publishing	131	0	0
11479	Maranatha Christian University	131	0	0
4173	Kosin University College of Medicine (KAMJE)	130	0	0
4503	Brazilian Center for Physical Research	130	0	0
5078	The Korean Society of Fisheries Business Administration	130	0	0
5729	Korean Society for Aesthetic Plastic Surgery (KAMJE)	130	0	0
6395	Instituto Brasileiro de Avaliacao Psicologica (IBAP)	130	0	0
8105	The Korean Society for Thinking and Communication	130	0	0
8439	Hellenic Society of Gastroenterology	130	0	0
9739	Amur State Medical Academy	130	0	0
10062	Middle East Institute Singapore	130	0	0
10962	Archeologicke Centrum Olomouc	130	0	0
11127	Institute for the Study of Theology	130	0	0
4224	ESIC Business and Marketing School	129	0	0
5627	American Romanian Academy of Arts and Sciences	129	0	0
5672	Green Lines Institute for Sustainable Development	129	0	0
6264	Faculty of Agriculture, Sebelas Maret University	129	0	0
8039	Economic Analysis of Law Review	129	0	0
8166	Sociedade de Ciencias Agrarias de Portugal	129	0	0
8372	LIBRI Kitap Tanitimi, Elestiri ve Ceviri Dergisi	129	0	0
8458	The Studies of Korean Literature	129	0	0
10102	Sulaimani Polytechnic University	129	0	0
2094	East Carolina University	128	0	0
3186	Universidad de Malaga	128	0	0
4009	Japan Society of Sport Sociology	128	0	0
4922	The Korean Society for Heat Treatment	128	0	0
6187	Christian Journal for Global Health	128	0	0
6856	Science International	128	0	0
7691	Turkiyat Mecmuasi	128	0	0
8736	Buletin Asociacion Geografos Espanoles	128	0	0
10565	Kirikkale Universitesi Tıp Fakultesi Dergisi	128	0	0
11546	European Turbomachinery Society	128	0	0
12371	Net Journals	128	0	0
390	Surface Analysis Society of Japan	127	0	0
1730	Scientific Web Journals (SWJ)	127	0	0
7089	Inonu University Journal of the Faculty of Education	127	0	0
7807	LLC Relevant Medicine	127	0	0
8065	The Korean Ethics Education Association	127	0	0
8538	Science and Knowledge Research Society	127	0	0
10811	Instituto de Investigacion en Ciencias Biomedicas	127	0	0
12159	Farname, Inc.	127	0	0
4600	Korean Institute of Educational Facilities	126	0	0
5484	The Korea Dietetic Association	126	0	0
5965	University Library of Pecs	126	0	0
5982	Ural State University of Economics	126	0	0
6449	Djokosoetono Research Center	126	0	0
6960	Ivanovo State Power University (ISPU)	126	0	0
8409	Turkish Journal of Public Health	126	0	0
8871	FSEI HPE Murmansk State Technical University	126	0	0
9023	Revista Mundi	126	0	0
9712	Instituto de Estudos em Saude Coletiva - INESCO	126	0	0
5021	Institute of Animal Resources	125	0	0
5393	Foundation Compositio Mathematica	125	0	0
5954	Geographical Institute, Research Centre for Astronomy and Earth Sciences	125	0	0
7841	Institute for Buddhist Culture	125	0	0
7874	Korean Association of Arabic Language and Literature	125	0	0
9910	SJT Trivent SRL	125	0	0
9985	INESEG (International Engineering Science and Education Group)	125	0	0
10117	PH V. Ema	125	0	0
10812	Politeknik Negeri Lampung	125	0	0
3031	Public Health Research Foundation	124	0	0
3618	Japan Society of Immunology and Allergology in Otolaryngology	124	0	0
5016	Korean Society of Animal Reproduction	124	0	0
5878	Hrvatski Sumarski Institut (Croatian Forest Research)	124	0	0
6071	Indira Institute of Management, Pune	124	0	0
6776	International Studies Review	124	0	0
6843	Korean Association of Feminist Philosophers	124	0	0
7188	Institute of Latin American Studies	124	0	0
7674	Korean Women's Institute, Ewha Womans University	124	0	0
7945	South African Institute of Computer Scientists and Information Technologists	124	0	0
7985	Revista Lugares de Educacao	124	0	0
8549	Faculdade Redentor	124	0	0
9324	Eotvos Lorand University (ELTE)	124	0	0
9337	Associacao Brasileira de Pesquisadores em Comunicacao e Politica (Compolitica)	124	0	0
9837	Grigore T. Popa University of Medicine and Pharmacy	124	0	0
11323	Liga-Inform, Ltd.	124	0	0
3332	International Association for Sharing Knowledge and Sustainability	123	0	0
3640	Proteomass	123	0	0
5694	Federal University of Technology - Parana	123	0	0
6865	The Korean Society of Vision Science	123	0	0
7435	The Modern English Society	123	0	0
8236	Journal of Yasar University	123	0	0
8688	Rede Brasileira Direito e  Literatura (RDL)	123	0	0
9124	Conselho Federal de Enfermagem - Cofen	123	0	0
10060	PGDesign / Universidade Federal do Rio Grande do Sul	123	0	0
12059	Kocatepe Veteriner Dergisi	123	0	0
2913	Demos Medical Publishing	122	0	0
5251	Cedrus	122	0	0
5989	Selcuk University Journal of Engineering, Science and Technology	122	0	0
6042	Bonoi Science Advancement and Education LLC	122	0	0
7017	Korean Society of Stress Medicine	122	0	0
7189	Korean Academy of Oral and Maxillofacial Pathology	122	0	0
7358	Akdeniz Medical Journal	122	0	0
7403	Anadolu Universitesi Sosyal Bilimler Dergisi	122	0	0
10102	Sulaimani Polytechnic University	122	0	0
11135	LPPM UNPAR	122	0	0
11462	SCIK Publishing Corporation	122	0	0
12327	Universitas Mulawarman	122	0	0
5234	Canadian Nuclear Laboratories Limited	121	0	0
6610	Alzaytoonah University of Jordan	121	0	0
6624	Hacettepe University Journal of Economics and Administrative Sciences	121	0	0
6930	The Korea Society of Aesthetics and Science of Art	121	0	0
7767	Appris Editora e Livraria Eireli - ME	121	0	0
8793	Belgorod University of Cooperation, Economics and Law	121	0	0
9013	School of Management Sciences, Lucknow	121	0	0
9751	IKIP Siliwangi Bandung	121	0	0
9901	Jurnal Pendidikan Fisika	121	0	0
10181	Jurusan Sistem Informasi	121	0	0
10875	Revista Eletronica Acervo Saude	121	0	0
12255	Adnan Menderes Universitesi Sosyal Bilimler Enstitusu Dergisi	121	0	0
3368	MEDICRIT	120	0	0
3832	Institute of Electronic and Information Technology (IEIT)	120	0	0
5011	Defence Counsel Journal	120	0	0
5249	Motif Akademi	120	0	0
5501	Konkuk University Climate Research Institute	120	0	0
7302	Army Military History Institute	120	0	0
7382	The Institute of the History of Christianity in Korea	120	0	0
7828	Escola Superior de Propaganda e Marketing (ESPM)	120	0	0
8478	Instituto Brasileiro de Relacoes Internacionais	120	0	0
8616	ARC Publishing Scientific Consulting	120	0	0
8973	Associacao Brasileira de Relacoes Internacionais - ABRI	120	0	0
10909	Asia Pacific Institute of Advanced Research (APIAR)	120	0	0
11659	ISAR - International Scientific and Research Journals	120	0	0
11941	Universitas Nusantara PGRI Kediri	120	0	0
5656	Jordan Journal of Civil Engineering	119	0	0
7328	The Korean Liver Cancer Study Group	119	0	0
7486	American Academy of Dental Sleep Medicine	119	0	0
9125	Revista Ambivalencias	119	0	0
9525	Sryahwa Publications	119	0	0
9724	Editorial de la Universidad de Cantabria	119	0	0
9970	Universidad Catolica de Santiago de Guayaquil	119	0	0
11660	Badan Pengkajian dan Penerapan Teknologi (BPPT)	119	0	0
5657	Nurses and Midwives Association of Slovenia	119	0	0
10287	Universidad de Sucre	119	0	0
5306	Korean Foot and Ankle Society (KAMJE)	118	0	0
5591	Physical Therapy Rehabilitation Science	118	0	0
5685	Dicle Universitesi Ziya Gokalp Egitim Fakultesi Dergisi	118	0	0
6913	The Korean Association of Human Development	118	0	0
7035	Korean Society of Acute Care Surgery	118	0	0
7044	Necatibey Faculty of Education Electronics Journal of Science and Mathematics Education	118	0	0
7749	Karamanoglu Mehmetbey Universitesi Sosyal ve Ekonomik Arastirmalar Dergisi	118	0	0
7914	Turkish Journal of Clinics and Laboratory	118	0	0
8126	Gazi Academic View	118	0	0
8678	Society of Chemists and Technologists of Macedonia	118	0	0
8878	International Journal of Secondary Metabolite	118	0	0
9667	Universidad Cientifica del Peru	118	0	0
11266	Asociacion Mexicana de Endoscopia Gastrointestinal	118	0	0
5013	Korean Dementia Association (KAMJE)	117	0	0
5132	Rast Musicology Journal	117	0	0
5875	University of Texas at San Antonio	117	0	0
6435	The Korean Society for School Science	117	0	0
7862	Medical Society of the Republic of Srpska	117	0	0
7896	Moscow Institute of Energy-Safety and Energy-Economy	117	0	0
7957	Korean Association of Christian Studies	117	0	0
7978	Korea Electric Power Corporation	117	0	0
9931	Korea Counseling Psychological Association	117	0	0
9944	Universidad Bernardo O'Higgins	117	0	0
10128	Universidad Nacional Federico Villarreal	117	0	0
10216	University of Surabaya	117	0	0
10661	Corporacion de Ciencia y Tecnologia para el Desarrollo de la Industria Naval Maritima y Fluvial - COTECMAR	117	0	0
11067	Program Doktor Ilmu Hukum Unissula	117	0	0
5179	Journal of Student Science and Technology	116	0	0
5677	Korean Institute of Rural Architecture	116	0	0
7466	Ege Egitim Dergisi	116	0	0
7712	Liceu Literario Portugues	116	0	0
7905	The Korean Society of Fashion Design	116	0	0
8002	Korea Parliamentary Research Institute	116	0	0
8113	International Scientific Publishing	116	0	0
8162	Instituto Rede de Pesquisa Empirica em Direito (REED)	116	0	0
8235	Turkish Journal of Agricultural Research (TUTAD)	116	0	0
8240	Uludag Universitesi Egitim Fakultesi Dergisi	116	0	0
9052	Institute for Social Development and Policy Research	116	0	0
9311	School of Management Sciences, Varanas	116	0	0
9828	International Scientific Publishers - Advances in Biomedicine and Pharmacy	116	0	0
9924	Tasarim and Kuram	116	0	0
10156	The Korean Industrial Economic Association	116	0	0
10280	Publishing House Scientific Review	116	0	0
10727	Music and Entertainment Industry Educators Association (MEIEA)	116	0	0
10370	Universidad Autonoma Metropolitana	116	0	0
1083	Japanese Society of Echocardiography	115	0	0
3880	Korean Society of Photoscience	115	0	0
4382	Multiple Sclerosis Discovery Forum	115	0	0
5922	The Korean Society of Pediatric Hematology-Oncology	115	0	0
6544	Ewha Journal of Social Sciences	115	0	0
6796	Journal of the Faculty of Veterinary Medicine Istanbul University	115	0	0
6820	Korean Society for World Music	115	0	0
7392	Revista UNIANDRADE	115	0	0
7425	BM-Publisher American Journal of BioMedicine	115	0	0
7444	Journal of Contemporary Medicine and Dentistry	115	0	0
7689	Ivanovo State University	115	0	0
8301	Business and Economics Research Journal	115	0	0
