id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia 	prefixes
10401	Universidade do Contestado - UnC	104	0	0	10.24302
10586	Balai Riset dan Standardisasi Industri Padang	104	0	0	10.24960
11808	Colegio Mexicano de Inmunologia Clinica y Alergia, A. C.	104	0	0	10.29262
11948	Universitas Muhammadiyah Pontianak	104	0	0	10.29406
11948	Universitas Muhammadiyah Pontianak	104	0	0	10.29406
3112	Instituto de Oceanografia - FURG	103	0	0	10.5088
6087	FUTURE - Instituto Superior de Educacao e Saude Sinop EIRELI	103	0	0	10.15411
6360	Revista Artemis	103	0	0	10.15668
6505	Laboreal, FPCE, Universidade do Porto	103	0	0	10.15667
8097	Korean Association of Youth Welfare	103	0	0	10.19034
8448	Hankuk University of Foreign Studies, Language Research Institute	103	0	0	10.20865
8595	UP4 Institute of Sciences, S.L.	103	0	0	10.21042
8882	The Schmidt Institute of Physics of the Earth of the Russian Academy of Sciences (IPE RAS)	103	0	0	10.21455
8892	Yayasan Visi Intan Permata (Centrall)	103	0	0	10.21462
8915	Performance Philosophy	103	0	0	10.21476
11240	Kharkiv Regional Public Organization - Culture of Health	103	0	0	10.26697
11439	TEST-ZL Publishing	103	0	0	10.26896
11583	STIE AAS Surakarta	103	0	0	10.29040
11978	Torch Trinity Center for Islamic Studies	103	0	0	10.30532
8526	Journal of Tourism and Hospitality Management	103	0	0	10.20867
11978	Torch Trinity Center for Islamic Studies	103	0	0	10.30532
4559	Ondokuz Mayis Universitesi Egitim Fakultesi	102	0	0	10.7822
6131	Korean Society of Earth Science Education	102	0	0	10.15523
6641	Florida State University College of Medicine	102	0	0	10.17125
7211	Center for World Mission	102	0	0	10.17778
9002	The Radio and Electronics Association of Vietnam (REV)	102	0	0	10.21553
9821	Mugla Journal of Science and Technology	102	0	0	10.22531
10548	FTMS College	102	0	0	10.24924
10715	European Chemical Bulletin	102	0	0	10.17628
11667	The Centre for Philosophical Research	102	0	0	10.26913
11941	Universitas Nusantara PGRI Kediri	102	0	0	10.29407
12158	Cumhuriyet International Journal of Education	102	0	0	10.30703
4003	Journal of Human-Robot Interaction	101	0	0	10.5898
4311	Astro, Ltd.	101	0	0	10.7452
4673	Department of Nursing University of Michigan-Flint	101	0	0	10.9730
5178	Optimal Clinical, Ltd.	101	0	0	10.13032
5475	The T.S. Eliot Society of Korea	101	0	0	10.14364
5976	Marin Dracea National Research-Development Institute in Forestry	101	0	0	10.15287
6562	The Japanese Society of Cerebral Blood Flow and Metabolism	101	0	0	10.16977
6810	Turkish Journal of Computer and Mathematics Education	101	0	0	10.16949
7411	Ideggyogyaszati Szemle Journal	101	0	0	10.18071
7701	Revista de Administracao e Negocios da Amazonia	101	0	0	10.18361
7764	Review of the Faculty of Divinity of Amasya University	101	0	0	10.18498
7765	Korea Heart Rhythm Society	101	0	0	10.18501
7942	Korea Philosophical Association	101	0	0	10.18694
8079	Northern Institute	101	0	0	10.18793
8185	Romanian Association for Information Security Assurance (RAISA)	101	0	0	10.19107
8189	The Pukyung Institute for Korean History	101	0	0	10.19120
10198	Instituto Nacional de Estudos e Pesquisas Educacionais Anisio Teixeira	101	0	0	10.24109
10513	Korea Business Law Association	101	0	0	10.24886
16209	Science and Education A New Dimension	101	0	0	10.31174
4395	Korean Academy of Pediatric Allergy and Respiratory Disease (KAMJE)	100	0	0	10.7581
4868	International Science and Engineering Society	100	0	0	10.11601
4869	Nature Research Society	100	0	0	10.11605
5787	Asia Business Research Group	100	0	0	10.14707
5933	Korean Resource Economics Association	100	0	0	10.15266
6772	Turkish Bulletin of Entomology	100	0	0	10.16969
6837	Hanyang Economic Research Institute	100	0	0	10.17256
6938	Journal of Chitan and Chitosan	100	0	0	10.17642
6990	People and Global Business Association	100	0	0	10.17549
7014	Florence Nightingale Journal of Nursing	100	0	0	10.17672
7059	SBV Sociedade Brasileira de Vacuo	100	0	0	10.17563
7441	Society of Pansori	100	0	0	10.18102
7500	Estudos Geologicos	100	0	0	10.18190
7769	Anemon Mus Alparslan Universitesi Sosyal Bilimler Dergisi	100	0	0	10.18506
8605	Macedonian Academy of Sciences and Arts	100	0	0	10.20903
8792	The British and American Language and Literature Association of Korea	100	0	0	10.21297
9465	South Indian Journal of Biological Sciences	100	0	0	10.22205
9627	Journal of Clinical Social Work and Health Intervention	100	0	0	10.22359
9707	Confederacao Nacional dos Trabalhadores em Educacao (CNTE)	100	0	0	10.22420
10483	Ceuma Associacao de Ensino Superior	100	0	0	10.24863
10646	The Institute for Education and Research Gyeongin National University of Education	100	0	0	10.25020
10689	Residencia Pediatrica	100	0	0	10.25060
11593	Journal of Chemistry and Chemical Sciences	100	0	0	10.29055
11742	University of Babylon	100	0	0	10.29196
12271	Fundatia Echo	100	0	0	10.30816
12271	Fundatia Echo	100	0	0	10.30816
5921	Korean Association of Quality Assurance for Clinical Laboratory	99	0	0	10.15263
6430	Korea Institute of Healthcare Architecture	99	0	0	10.15682
6668	ESRI Press (Environmental Systems Research Institute)	99	0	0	10.17128
6875	The Linguistic Society of Korea	99	0	0	10.17290
7119	Penza Psychological Newsletter	99	0	0	10.17689
7350	Korean Association for Psychodrama and Sociodrama	99	0	0	10.17962
8070	Current Approaches in Psychiatry	99	0	0	10.18863
8127	Journal of Special Education and Rehabilitation	99	0	0	10.19057
9153	Sai Scientific Communications	99	0	0	10.20902
10194	Global Institute for Research and Education	99	0	0	10.24105
10272	Vakanuvis International Journal of Historical Researches	99	0	0	10.24186
10285	European Biotechnology Thematic Network Association	99	0	0	10.24190
11762	Ikatan Apoteker Indonesia	99	0	0	10.29208
15201	Universidad Espíritu Santo	99	0	0	10.31095
2962	RIA	98	0	0	10.5031
4684	University Libraries, University of Nevada, Las Vegas	98	0	0	10.9741
5298	Military Institute of Aviation Medicine	98	0	0	10.13174
5368	The Korean Society of Clinical Neurophysiology (KAMJE)	98	0	0	10.14253
5886	The Korean Society of Combustion	98	0	0	10.15231
6465	Acta Medica Anatolia	98	0	0	10.15824
7323	Kyung Hee University Management Research Institute	98	0	0	10.18014
7690	Magyar Nylev	98	0	0	10.18349
7858	Associacao Brasileira de Eletronica de Potencia SOBRAEP	98	0	0	10.18618
8193	Cineforum	98	0	0	10.19119
8311	Korea Institute for Skin and Clinical Sciences	98	0	0	10.20402
8437	International Supply Chain Technology Journal	98	0	0	10.20545
8635	Avinashilingam Institute for Home Science and Higher Education for Women	98	0	0	10.21048
9888	Investigacoes em Ensino de Ciencias (IENCI)	98	0	0	10.22600
10182	Turkish Rhinologic Society	98	0	0	10.24091
10202	Asian Academic Press Co., Limited	98	0	0	10.24104
84257	Universitas Indraprasta PGRI	98	0	0	10.30998
12191	Universitas Islam Sumatera Utara	98	0	0	10.30743
16013	Universitas Indraprasta PGRI	98	0	0	10.30998
5048	Bilgi Terecem	97	0	0	10.12808
5568	Aperito Online Publishing Private Limited	97	0	0	10.14437
5647	Faculty of Mechanical Engineering, Informatics and Electrical Engineering	97	0	0	10.14513
6728	Association of Western Art History	97	0	0	10.16901
6840	Dogu Cografya Dergisi	97	0	0	10.17295
7454	The Society for History of Education	97	0	0	10.18105
7716	Korean Counseling Association	97	0	0	10.18401
7774	Szent Istvan University Faculty of Economics and Social Sciences	97	0	0	10.18515
8033	The French Language and Literature Association of Korea	97	0	0	10.18824
8055	Medical University of Silesia	97	0	0	10.18794
8187	IG Komi SC UB RAS	97	0	0	10.19110
8207	The International Association of Comparative Korean Studies	97	0	0	10.19115
8230	Appellate Press Ltd	97	0	0	10.19152
8546	Revista Tempos e Espacos em Educacao	97	0	0	10.20952
8646	The New Association of English Language and Literature	97	0	0	10.21087
8662	Science and Medicine, Inc.	97	0	0	10.21091
8931	The Society for Studies of Korean History	97	0	0	10.21490
9412	International Association for Political Science Students	97	0	0	10.22151
9434	I-PECEGE	97	0	0	10.22167
9458	Revista Educacao em Foco (UFJF)	97	0	0	10.22195
9570	4S go, s.r.o.	97	0	0	10.22306
9615	Revista Meta - Avaliacao	97	0	0	10.22347
9736	BSNV College Lucknow	97	0	0	10.22445
10408	Polgari Szemle	97	0	0	10.24307
10495	The Indonesian Journal of Gastroenterology, Hepatology and Digestive Endoscopy	97	0	0	10.24871
10539	Fakultas Ekonomika dan Bisnis	97	0	0	10.24914
10666	FKIP The University of Jember	97	0	0	10.25037
10696	The Daesoon Academy of Sciences	97	0	0	10.25050
10843	Scientific and Technological Center of Unique Instrumentation of RAS	97	0	0	10.25210
7820	Asociacion Peruana de Reproduccion Animal	97	0	0	10.18548
3997	Dalhousie Journal of Interdisciplinary Management	96	0	0	10.5931
4293	International Association of Engineering and Technology	96	0	0	10.7323
4474	Korean Institute of Educational Environment	96	0	0	10.7743
5908	Cambria Press	96	0	0	10.15239
6292	Media Watch	96	0	0	10.15655
7214	Korean Securities Law Association	96	0	0	10.17785
7529	M&W Comunicacao Integrada Ltda - ME	96	0	0	10.18241
8335	KNU Korean Institute of Management Consulting	96	0	0	10.20434
8534	Korean National Research Center for the Arts	96	0	0	10.20976
8870	Ural State Mining University	96	0	0	10.21440
9469	Institute of Industrial Organic Chemistry (IPO)	96	0	0	10.22211
10096	EMITTER International Journal of Engineering Technology	96	0	0	10.24003
11194	International Allelopathy Foundation	96	0	0	10.26651
11447	Universidad Tecnica de Babahoyo	96	0	0	10.26910
4259	Karaelmas Fen ve Muhendislik Dergisi (Karaelmas Science and Engineering Journal)	95	0	0	10.7212
4725	Japanese Society for Sensory Evaluation	95	0	0	10.9763
4771	The Korean GNSS Society	95	0	0	10.11003
5759	Korean Society of Food and Agricultural Information Science	95	0	0	10.14771
6199	Polish Chitin Society	95	0	0	10.15259
7010	Canakkale Arastirmalari Turk Yilligi	95	0	0	10.17518
7166	Eurasian Academy of Sciences	95	0	0	10.17740
7252	The Research Center for Korea Youth Culture	95	0	0	10.17854
7304	Korea Association of Law and Politics	95	0	0	10.17926
7721	JIPI, Lembaga Penelitian dan Pengabdian kepada Masyarakat	95	0	0	10.18343
8415	Revista Eletronica Sapere Aude	95	0	0	10.20523
8927	Mnemosine Revista	95	0	0	10.21491
9950	Kalem Uluslararasi Egitim ve Insan Bilimleri Dergisi	95	0	0	10.23863
10045	Universitas Lampung	95	0	0	10.23960
11248	SH Urban Research Institute	95	0	0	10.26700
11580	International Journal of Transacional Analysis Research and Practice	95	0	0	10.29044
11795	Poltekkes Kemenkes Yogyakarta	95	0	0	10.29238
11874	Pen Academic Publishing	95	0	0	10.29329
1022	National Institute of Informatics (NII)	94	0	0	10.2201
4043	EMBL-EBI	94	0	0	10.6019
5284	Swedish Science Pioneers	94	0	0	10.13183
5481	East-West Nursing Research Institute	94	0	0	10.14370
7033	Cerceau	94	0	0	10.17655
7159	Panorama of Brazilian Law	94	0	0	10.17768
7308	The Korean Society of Blood Transfusion	94	0	0	10.17945
7355	Aufklarung Journal of Philosophy	94	0	0	10.18012
8015	Journal BiNET	94	0	0	10.18801
8125	Mukaddime	94	0	0	10.19059
8522	Strategic Studies and Agriculture Policy	94	0	0	10.20957
8630	Geist Science, Iqra University	94	0	0	10.20547
11541	RumeliDE Dil ve Edebiyat Arastirmalari Dergisi	94	0	0	10.29000
11908	Sociedad Quimica de Mexico, A.C.	94	0	0	10.29356
11846	Kirsehir Egitim Fakultesi Dergisi	94	0	0	10.29299
10851	Latin American Studies Association	94	0	0	10.25222
12054	Lembaga Publikasi Ilmiah dan Penerbitan Universitas Muhammadiyah Purwokerto	94	0	0	10.30595
10010	Centro de Investigacion Social Avanzada (CISAV)	94	0	0	10.23924
3235	Korean Bone and Joint Tumor Society (KAMJE)	93	0	0	10.5292
6572	Derim	93	0	0	10.16882
6722	Asia Minor Studies	93	0	0	10.17067
6726	Alphanumeric Journal	93	0	0	10.17093
7453	The Korean Linguistic Society	93	0	0	10.18110
7470	Religious Studies	93	0	0	10.15745
7472	Medinform LTD	93	0	0	10.18044
8501	Russian Cognitive Linguistics Association	93	0	0	10.20916
9303	Sociedad Iberoamericana de Informacion Cientifica (SIIC)	93	0	0	10.21840
9436	Programa de Extensao TEIA Entrepalavras	93	0	0	10.22168
10885	The Science Breaker	93	0	0	10.25250
11588	Harran Tarim ve Gida Dergisi	93	0	0	10.29050
5912	Polskie Towarzystwo Pielegniarek Neurologicznych (Polish Assn. of Neurological Nurses)	92	0	0	10.15225
6945	Jurnal Rekayasa Elektrika (JRE)	92	0	0	10.17529
7056	Artvin Coruh Universitesi Orman Fakultesi Dergisi	92	0	0	10.17474
7162	Modern Studies in English	92	0	0	10.17754
7183	Indonesian Food Technologists	92	0	0	10.17728
7305	Education Technology Theory and Practice	92	0	0	10.17943
7319	Evolve Publishing	92	0	0	10.17570
7533	Passagens	92	0	0	10.15175
8237	East European and Balkan Institute	92	0	0	10.19170
8586	Qingres Limited	92	0	0	10.20900
8772	Korean Journal of Early Childhood Special Education	92	0	0	10.21214
9123	Anadolu Klinigi Tip Bilimleri Dergisi	92	0	0	10.21673
9132	Revista Eletronica Cientifica da UERGS​	92	0	0	10.21674
9388	Muhendislik Bilimleri ve Tasarim Dergisi	92	0	0	10.21923
9606	JBHOST Journal of Business on Hospitality and Tourism	92	0	0	10.22334
9803	Lumbini Medical College	92	0	0	10.22502
10282	redfundamentos SL	92	0	0	10.24192
10433	Koreanische Gesellschaft Fuer Deutsche Sprachwissenschaft	92	0	0	10.24814
10725	Cihan University - Sulaimanyia	92	0	0	10.25098
10736	International Organization for Legal Researches	92	0	0	10.25108
11080	University of Benin	92	0	0	10.26538
9920	Computer Science Laboratory Press	92	0	0	10.22632
4407	Korean Academic Society of Rehabilitation Nursing	91	0	0	10.7587
4689	Araucaria Comunicacao Integrada	91	0	0	10.7902
5732	The Society of Korean Historical Linguistics	91	0	0	10.14727
5832	Institute of Korean Cultural Studies Yeungnam University	91	0	0	10.15186
6574	University 1 December 1918 of Alba Iulia	91	0	0	10.17114
7077	Bitlis Eren University Journal of Science and Technology	91	0	0	10.17678
7702	Balai Penelitian Kehutanan Makassar (Forestry Research Institute of Makassar)	91	0	0	10.18330
9078	Literacy in Composition Studies	91	0	0	10.21623
10167	Central Asian Journal of Medical Sciences	91	0	0	10.24079
10463	Khayrallah Center for Lebanese Diaspora Studies	91	0	0	10.24847
10730	Badan Litbang Perhubungan	91	0	0	10.25104
10209	Institute of Business Research	91	0	0	10.24122
3160	Association of Sport Tourism and Recreation	90	0	0	10.5199
3637	Aboriginal Policy Studies	90	0	0	10.5663
5103	Japan Veterinary Cancer Society	90	0	0	10.12951
5140	Professional Association of Social Workers of Madrid	90	0	0	10.12960
5217	Revista Gestao & Conexoes (Management and Connections Journal)	90	0	0	10.13071
6777	Korea Reading Association	90	0	0	10.17095
7200	Revista aSEPHallus de Orientacao Lacaniana	90	0	0	10.17852
7264	Amazonia, Organizacoes e Sustentabilidade	90	0	0	10.17800
8419	Moscow Islamic Institute	90	0	0	10.20536
8424	BPPKI Bandung - Kementerian Komunikasi Dan Informatika RI	90	0	0	10.20422
8901	Advanced International Journals of Research (AIJR)	90	0	0	10.21467
9120	Ryazan State Radio Engineering University RSREU	90	0	0	10.21667
9537	Bryansk State University	90	0	0	10.22281
10262	Balai Arkeologi Jawa Barat	90	0	0	10.24164
10504	Bunin Yelets State University	90	0	0	10.24888
10705	Institut Hindu Dharma Negeri Denpasar	90	0	0	10.25078
11482	Institucio Alfons el Magnanim	90	0	0	10.28939
11604	ForScience: Revista Cientifica do IFMG	90	0	0	10.29069
11767	Indonesian Institute for Counseling, Education and Therapy (IICET)	90	0	0	10.29210
12080	Caleidoscopio - Edicao e Artes	90	0	0	10.30618
324	Ebsco Publishing	89	0	0	10.1033
2600	Journal of Logic and Analysis	89	0	0	10.4115
3163	Dipartimento di Economia, Universita di Perugia (IT)	89	0	0	10.5202
5220	Korean Society for the History of Medicine	89	0	0	10.13081
5367	Associacao Medica de Brasilia	89	0	0	10.14242
5952	Convergencia Revista de Ciencias Sociales	89	0	0	10.15254
5955	Universidad Gabriela Mistral	89	0	0	10.15260
6110	The Korea Society of School Health	89	0	0	10.15434
7176	The Society for Hyo-won Historical Studies	89	0	0	10.17857
7253	E-CONOM	89	0	0	10.17836
7399	Revista de Gestao, Financas e Contabilidade	89	0	0	10.18028
7426	Selcuk Iletisim	89	0	0	10.18094
7612	Universidade Estadual da Paraiba (UEPB)	89	0	0	10.18391
8092	The Society of Korean Semantics	89	0	0	10.19033
8374	Anadolu University Journal of Art and Design	89	0	0	10.20488
8673	Universidad de Las Palmas de Gran Canaria	89	0	0	10.20420
8834	Practical Medicine Publishing House	89	0	0	10.21320
9193	Korean Academic Society of Accounting	89	0	0	10.21737
9385	Clinical Biotec	89	0	0	10.21931
9782	Tikinet Edicao Ltda. - EPP	89	0	0	10.22491
10302	LaborHistorico	89	0	0	10.24206
10317	Journal of Environmental Analysis and Progress - JEAP	89	0	0	10.24221
12080	Caleidoscopio - Edicao e Artes	89	0	0	10.30618
4701	Centre for Theoretical Physics and Astrophysics	88	0	0	10.9751
5074	Tenri Foundation, Tenri Institute of Medical Research	88	0	0	10.12936
5423	Instytut Dermatologii Radoslaw Spiewak	88	0	0	10.14320
5434	Fundamental Journals	88	0	0	10.14331
5764	The Korean Society of Pediatric Infectious Diseases	88	0	0	10.14776
5765	Korean Association of Urogenital Tract Infection and Inflammation (KAMJE)	88	0	0	10.14777
