id	primary_name	total.dois	Unique-dois-in-wikipedia	%Unique-dois-in-wikipedia 	prefixes
9167	National Research and Development Institute for Industrial Ecology IND-ECOIND	137	0	0	10.21698
9927	Korea Association of Business Education	137	0	0	10.23839
11731	Mix Sustentavel	137	0	0	10.29183
11746	Coordinacion de Publicaciones de la Escuela Superior de Economia	137	0	0	10.29201
12285	Kuramsal Egitimbilim Dergisi	137	0	0	10.30831
11847	Russkiy Vrach Publishing House	137	0	0	10.29296
5131	Revista Agrotecnologia	136	0	0	10.12971
6271	Journal of Life Economics	136	0	0	10.15637
6511	IJNC Editorial Committee	136	0	0	10.15803
6787	Acta Odontologica Turcica	136	0	0	10.17214
7882	Editora Dom Helder	136	0	0	10.18623
8308	The Korean Society of Traumatology	136	0	0	10.20408
8575	Slovenian Forestry Institute	136	0	0	10.20315
8687	Administracao Publica e Gestao Social	136	0	0	10.21118
8923	Korea Risk Management Society	136	0	0	10.21480
9230	Mehmet Akif Ersoy Universitesi Egitim Fakultesi Dergisi	136	0	0	10.21764
9741	Multiculture and Peace Institute	136	0	0	10.22446
9956	Fundació Barcelona Respiratory Network	136	0	0	10.23866
10420	Jurnal Teknologi Perikanan dan Ilmu Kelautan	136	0	0	10.24319
10439	LPPM Unsyiah	136	0	0	10.24815
10505	KUKKIWON	136	0	0	10.24881
10832	Orenburg State University	136	0	0	10.25198
3376	Brazilian Journal of Petroleum and Gas	135	0	0	10.5419
3755	The Korean Society of Sports Medicine (KAMJE)	135	0	0	10.5763
5495	The Nammyonghak Studies Institute	135	0	0	10.14381
5704	Korea Regional Communication Research Association	135	0	0	10.14696
6457	The Altaic Society of Korea	135	0	0	10.15816
6944	Intersections	135	0	0	10.17356
8556	Laikos Servicos Ltda	135	0	0	10.20985
8803	The Linguistic Science Society	135	0	0	10.21296
9631	Society for Upliftment of Rural Economy (SURE)	135	0	0	10.21921
10950	Internauka Kiev	135	0	0	10.25313
11496	Revista FOCO	135	0	0	10.28950
3181	Portularia, Revista de Trabajo Social	134	0	0	10.5218
4250	Marmara University Journal of Science	134	0	0	10.7240
4763	Korean Thyroid Association (KAMJE)	134	0	0	10.11106
4888	The Agricultural Economic Society of Tohoku	134	0	0	10.11617
5771	M.U. Iktisadi ve Idari Bilimler Dergisi	134	0	0	10.14780
7061	University of Lincoln, School of Film and Media and Changer Agency	134	0	0	10.17349
7506	The Legal Studies Institute of Chosun University	134	0	0	10.18189
8291	Littera Turca Journal of Turkish Language and Literature	134	0	0	10.20322
9080	LLC MedTestInfo	134	0	0	10.21626
9233	Universidad Santiago de Cali	134	0	0	10.21774
10105	European Open Access Publishing (Europa Publishing)	134	0	0	10.24018
10902	The Center for Political, Economic and Social Research (PESA)	134	0	0	10.25272
11469	Universitas Nahdlatul Ulama Blitar	134	0	0	10.28926
11801	Sciaccess Publishers LLC	134	0	0	10.29245
4742	Pamukkale University Journal of Education	133	0	0	10.9779
4796	International Journal of Optimization and Control: Theories and Applications	133	0	0	10.11121
5283	Faculty of Civil Engineering Osijek	133	0	0	10.13167
5641	Faculty of Natural Sciences and Engineering, Department of Textiles	133	0	0	10.14502
5646	American V-King Scientific Publishing	133	0	0	10.14511
5679	Biblioteca Atena, Instituto Federal de Goias	133	0	0	10.14571
6002	COPD Foundation	133	0	0	10.15326
6612	Kafkas University Faculty of Divinity Review	133	0	0	10.17050
7122	INCDMTM	133	0	0	10.17683
7520	Kocatepe Medical Journal	133	0	0	10.18229
7976	IJAEDU- International E-Journal of Advances in Education	133	0	0	10.18768
8016	Societe d'Etudes Franco-Coreennes	133	0	0	10.18812
8198	ACTS Theology Institute	133	0	0	10.19114
8350	SoftQ Sp. z.o.o.	133	0	0	10.20418
9358	Malaysian Palm Oil Board	133	0	0	10.21894
9747	А. M. Gorky Institute of World Literature of the Russian Academy of Sciences	133	0	0	10.22455
9778	The Association of Engineers, India	133	0	0	10.22485
6908	Harrington Park Press	133	0	0	10.17312
5534	Korean Society of Archives and Records Management	132	0	0	10.14404
5893	The East Asian Association of International Studies	132	0	0	10.15235
7709	Revista Evidenciacao Contabil & Financas	132	0	0	10.18405
7794	GIAP Journals	132	0	0	10.18510
7839	Fundacion Ignacio Larramendi	132	0	0	10.18558
8179	Journal of the Medical Sciences (Berkala Ilmu Kedokteran)	132	0	0	10.19106
8386	International Association for Human Caring	132	0	0	10.20467
8800	Revista Elo - Dialogos em Extensao	132	0	0	10.21284
9222	Turkish Journal of Family Medicine and Primary Care	132	0	0	10.21763
9353	International Journal of Research in Education and Science	132	0	0	10.21890
5454	The Sociolinguistic Society of Korea	131	0	0	10.14353
5572	Association of American Geographers	131	0	0	10.14433
6720	Sosyoekonomi	131	0	0	10.17233
6839	CSRI Elektropribor	131	0	0	10.17285
6889	Sakarya Universitesi Ilahiyat Fakultesi Dergisi	131	0	0	10.17335
8045	Revista de Direito Internacional Economico e Tributario	131	0	0	10.18838
8102	Laureate Education, Inc.	131	0	0	10.18870
8119	Association of Forensic Medical Experts	131	0	0	10.19048
8165	Scholedge R&D Center	131	0	0	10.19085
8252	RECOM (Revista de Enfermagem do Centro Oeste Mineiro)	131	0	0	10.19175
8576	Korean Association for Local Government Studies	131	0	0	10.21026
9049	Ortadogu Medical Journal	131	0	0	10.21601
10225	Sumy State Pedagogical University named A.S.Makarenko	131	0	0	10.24139
11113	Sean Kingston Publishing	131	0	0	10.26581
11479	Maranatha Christian University	131	0	0	10.28932
4173	Kosin University College of Medicine (KAMJE)	130	0	0	10.7180
4503	Brazilian Center for Physical Research	130	0	0	10.7437
5078	The Korean Society of Fisheries Business Administration	130	0	0	10.12939
5729	Korean Society for Aesthetic Plastic Surgery (KAMJE)	130	0	0	10.14730
6395	Instituto Brasileiro de Avaliacao Psicologica (IBAP)	130	0	0	10.15689
8105	The Korean Society for Thinking and Communication	130	0	0	10.19042
8439	Hellenic Society of Gastroenterology	130	0	0	10.20524
9739	Amur State Medical Academy	130	0	0	10.22448
10062	Middle East Institute Singapore	130	0	0	10.23976
10962	Archeologicke Centrum Olomouc	130	0	0	10.24916
11127	Institute for the Study of Theology	130	0	0	10.26590
4224	ESIC Business and Marketing School	129	0	0	10.7200, 10.7263, 10.7262
5627	American Romanian Academy of Arts and Sciences	129	0	0	10.14510
5672	Green Lines Institute for Sustainable Development	129	0	0	10.14575
6264	Faculty of Agriculture, Sebelas Maret University	129	0	0	10.15608
8039	Economic Analysis of Law Review	129	0	0	10.18836
8166	Sociedade de Ciencias Agrarias de Portugal	129	0	0	10.19084
8372	LIBRI Kitap Tanitimi, Elestiri ve Ceviri Dergisi	129	0	0	10.20480
8458	The Studies of Korean Literature	129	0	0	10.20864
10102	Sulaimani Polytechnic University	129	0	0	10.24017
2094	East Carolina University	128	0	0	10.3776
3186	Universidad de Malaga	128	0	0	10.5231
4009	Japan Society of Sport Sociology	128	0	0	10.5987
4922	The Korean Society for Heat Treatment	128	0	0	10.12656
6187	Christian Journal for Global Health	128	0	0	10.15566
6856	Science International	128	0	0	10.17311
7691	Turkiyat Mecmuasi	128	0	0	10.18345
8736	Buletin Asociacion Geografos Espanoles	128	0	0	10.21138
10565	Kirikkale Universitesi Tıp Fakultesi Dergisi	128	0	0	10.24938
11546	European Turbomachinery Society	128	0	0	10.29008
12371	Net Journals	128	0	0	10.30918
390	Surface Analysis Society of Japan	127	0	0	10.1384
1730	Scientific Web Journals (SWJ)	127	0	0	10.3153
7089	Inonu University Journal of the Faculty of Education	127	0	0	10.17679
7807	LLC Relevant Medicine	127	0	0	10.18508
8065	The Korean Ethics Education Association	127	0	0	10.18850
8538	Science and Knowledge Research Society	127	0	0	10.20967
10811	Instituto de Investigacion en Ciencias Biomedicas	127	0	0	10.25176
12159	Farname, Inc.	127	0	0	10.30699
4600	Korean Institute of Educational Facilities	126	0	0	10.7859
5484	The Korea Dietetic Association	126	0	0	10.14373
5965	University Library of Pecs	126	0	0	10.15170
5982	Ural State University of Economics	126	0	0	10.15312
6449	Djokosoetono Research Center	126	0	0	10.15742
6960	Ivanovo State Power University (ISPU)	126	0	0	10.17588
8409	Turkish Journal of Public Health	126	0	0	10.20518
8871	FSEI HPE Murmansk State Technical University	126	0	0	10.21443
9023	Revista Mundi	126	0	0	10.21575
9712	Instituto de Estudos em Saude Coletiva - INESCO	126	0	0	10.22421
5021	Institute of Animal Resources	125	0	0	10.12718
5393	Foundation Compositio Mathematica	125	0	0	10.14231
5954	Geographical Institute, Research Centre for Astronomy and Earth Sciences	125	0	0	10.15201
7841	Institute for Buddhist Culture	125	0	0	10.18587
7874	Korean Association of Arabic Language and Literature	125	0	0	10.18630
9910	SJT Trivent SRL	125	0	0	10.22618
9985	INESEG (International Engineering Science and Education Group)	125	0	0	10.23884
10117	PH V. Ema	125	0	0	10.24031
10812	Politeknik Negeri Lampung	125	0	0	10.25181
3031	Public Health Research Foundation	124	0	0	10.5058
3618	Japan Society of Immunology and Allergology in Otolaryngology	124	0	0	10.5648
5016	Korean Society of Animal Reproduction	124	0	0	10.12749
5878	Hrvatski Sumarski Institut (Croatian Forest Research)	124	0	0	10.15177
6071	Indira Institute of Management, Pune	124	0	0	10.15410
6776	International Studies Review	124	0	0	10.16934
6843	Korean Association of Feminist Philosophers	124	0	0	10.17316
7188	Institute of Latin American Studies	124	0	0	10.17855
7674	Korean Women's Institute, Ewha Womans University	124	0	0	10.18341
7945	South African Institute of Computer Scientists and Information Technologists	124	0	0	10.18489
7985	Revista Lugares de Educacao	124	0	0	10.18788
8549	Faculdade Redentor	124	0	0	10.20951
9324	Eotvos Lorand University (ELTE)	124	0	0	10.26888, 10.26830, 10.24029, 10.23879, 10.21862, 10.30921, 10.30866, 10.17668, 10.29285
9337	Associacao Brasileira de Pesquisadores em Comunicacao e Politica (Compolitica)	124	0	0	10.21878
9837	Grigore T. Popa University of Medicine and Pharmacy	124	0	0	10.22551
11323	Liga-Inform, Ltd.	124	0	0	10.26779
3332	International Association for Sharing Knowledge and Sustainability	123	0	0	10.5383
3640	Proteomass	123	0	0	10.5584
5694	Federal University of Technology - Parana	123	0	0	10.14685
6865	The Korean Society of Vision Science	123	0	0	10.17337
7435	The Modern English Society	123	0	0	10.18095
8236	Journal of Yasar University	123	0	0	10.19168
8688	Rede Brasileira Direito e  Literatura (RDL)	123	0	0	10.21119
9124	Conselho Federal de Enfermagem - Cofen	123	0	0	10.21675
10060	PGDesign / Universidade Federal do Rio Grande do Sul	123	0	0	10.23972
12059	Kocatepe Veteriner Dergisi	123	0	0	10.30607
2913	Demos Medical Publishing	122	0	0	10.5003
5251	Cedrus	122	0	0	10.13113
5989	Selcuk University Journal of Engineering, Science and Technology	122	0	0	10.15317
6042	Bonoi Science Advancement and Education LLC	122	0	0	10.15354
7017	Korean Society of Stress Medicine	122	0	0	10.17547
7189	Korean Academy of Oral and Maxillofacial Pathology	122	0	0	10.17779
7358	Akdeniz Medical Journal	122	0	0	10.17954
7403	Anadolu Universitesi Sosyal Bilimler Dergisi	122	0	0	10.18037
10102	Sulaimani Polytechnic University	122	0	0	10.24017
11135	LPPM UNPAR	122	0	0	10.26593
11462	SCIK Publishing Corporation	122	0	0	10.28919, 10.28924
12327	Universitas Mulawarman	122	0	0	10.30872
5234	Canadian Nuclear Laboratories Limited	121	0	0	10.12943
6610	Alzaytoonah University of Jordan	121	0	0	10.15849
6624	Hacettepe University Journal of Economics and Administrative Sciences	121	0	0	10.17065
6930	The Korea Society of Aesthetics and Science of Art	121	0	0	10.17527
7767	Appris Editora e Livraria Eireli - ME	121	0	0	10.18366
8793	Belgorod University of Cooperation, Economics and Law	121	0	0	10.21295
9013	School of Management Sciences, Lucknow	121	0	0	10.21567
9751	IKIP Siliwangi Bandung	121	0	0	10.22460
9901	Jurnal Pendidikan Fisika	121	0	0	10.22611
10181	Jurusan Sistem Informasi	121	0	0	10.24089
10875	Revista Eletronica Acervo Saude	121	0	0	10.25248
12255	Adnan Menderes Universitesi Sosyal Bilimler Enstitusu Dergisi	121	0	0	10.30803
3368	MEDICRIT	120	0	0	10.5413
3832	Institute of Electronic and Information Technology (IEIT)	120	0	0	10.5813
5011	Defence Counsel Journal	120	0	0	10.12690
5249	Motif Akademi	120	0	0	10.12981
5501	Konkuk University Climate Research Institute	120	0	0	10.14383
7302	Army Military History Institute	120	0	0	10.17934
7382	The Institute of the History of Christianity in Korea	120	0	0	10.18021
7828	Escola Superior de Propaganda e Marketing (ESPM)	120	0	0	10.18568
8478	Instituto Brasileiro de Relacoes Internacionais	120	0	0	10.20889
8616	ARC Publishing Scientific Consulting	120	0	0	10.21035
8973	Associacao Brasileira de Relacoes Internacionais - ABRI	120	0	0	10.21530
10909	Asia Pacific Institute of Advanced Research (APIAR)	120	0	0	10.25275
11659	ISAR - International Scientific and Research Journals	120	0	0	10.29126
11941	Universitas Nusantara PGRI Kediri	120	0	0	10.29407
5656	Jordan Journal of Civil Engineering	119	0	0	10.14525
7328	The Korean Liver Cancer Study Group	119	0	0	10.17998
7486	American Academy of Dental Sleep Medicine	119	0	0	10.15331
9125	Revista Ambivalencias	119	0	0	10.21665
9525	Sryahwa Publications	119	0	0	10.22259
9724	Editorial de la Universidad de Cantabria	119	0	0	10.22429
9970	Universidad Catolica de Santiago de Guayaquil	119	0	0	10.23878
11660	Badan Pengkajian dan Penerapan Teknologi (BPPT)	119	0	0	10.29122
5657	Nurses and Midwives Association of Slovenia	119	0	0	10.14528
10287	Universidad de Sucre	119	0	0	10.24188
5306	Korean Foot and Ankle Society (KAMJE)	118	0	0	10.14193
5591	Physical Therapy Rehabilitation Science	118	0	0	10.14474
5685	Dicle Universitesi Ziya Gokalp Egitim Fakultesi Dergisi	118	0	0	10.14582
6913	The Korean Association of Human Development	118	0	0	10.15284
7035	Korean Society of Acute Care Surgery	118	0	0	10.17479
7044	Necatibey Faculty of Education Electronics Journal of Science and Mathematics Education	118	0	0	10.17522
7749	Karamanoglu Mehmetbey Universitesi Sosyal ve Ekonomik Arastirmalar Dergisi	118	0	0	10.18493
7914	Turkish Journal of Clinics and Laboratory	118	0	0	10.18663
8126	Gazi Academic View	118	0	0	10.19060
8678	Society of Chemists and Technologists of Macedonia	118	0	0	10.20450
8878	International Journal of Secondary Metabolite	118	0	0	10.21448
9667	Universidad Cientifica del Peru	118	0	0	10.22386
11266	Asociacion Mexicana de Endoscopia Gastrointestinal	118	0	0	10.26723
5013	Korean Dementia Association (KAMJE)	117	0	0	10.12779
5132	Rast Musicology Journal	117	0	0	10.12975
5875	University of Texas at San Antonio	117	0	0	10.14809
6435	The Korean Society for School Science	117	0	0	10.15737
7862	Medical Society of the Republic of Srpska	117	0	0	10.18575
7896	Moscow Institute of Energy-Safety and Energy-Economy	117	0	0	10.18635
7957	Korean Association of Christian Studies	117	0	0	10.18708
7978	Korea Electric Power Corporation	117	0	0	10.18770
9931	Korea Counseling Psychological Association	117	0	0	10.23844
9944	Universidad Bernardo O'Higgins	117	0	0	10.23854
10128	Universidad Nacional Federico Villarreal	117	0	0	10.24039
10216	University of Surabaya	117	0	0	10.24123
10661	Corporacion de Ciencia y Tecnologia para el Desarrollo de la Industria Naval Maritima y Fluvial - COTECMAR	117	0	0	10.25043
11067	Program Doktor Ilmu Hukum Unissula	117	0	0	10.26532
5179	Journal of Student Science and Technology	116	0	0	10.13034
5677	Korean Institute of Rural Architecture	116	0	0	10.14577
7466	Ege Egitim Dergisi	116	0	0	10.12984
7712	Liceu Literario Portugues	116	0	0	10.18364
7905	The Korean Society of Fashion Design	116	0	0	10.18652
8002	Korea Parliamentary Research Institute	116	0	0	10.18808
8113	International Scientific Publishing	116	0	0	10.19046
8162	Instituto Rede de Pesquisa Empirica em Direito (REED)	116	0	0	10.19092
8235	Turkish Journal of Agricultural Research (TUTAD)	116	0	0	10.19159
8240	Uludag Universitesi Egitim Fakultesi Dergisi	116	0	0	10.19171
9052	Institute for Social Development and Policy Research	116	0	0	10.21588
9311	School of Management Sciences, Varanas	116	0	0	10.21844
9828	International Scientific Publishers - Advances in Biomedicine and Pharmacy	116	0	0	10.19046
9924	Tasarim and Kuram	116	0	0	10.23835
10156	The Korean Industrial Economic Association	116	0	0	10.22558
10280	Publishing House Scientific Review	116	0	0	10.24194
10727	Music and Entertainment Industry Educators Association (MEIEA)	116	0	0	10.25101
10370	Universidad Autonoma Metropolitana	116	0	0	10.24275
1083	Japanese Society of Echocardiography	115	0	0	10.2303
3880	Korean Society of Photoscience	115	0	0	10.5857
4382	Multiple Sclerosis Discovery Forum	115	0	0	10.7493
5922	The Korean Society of Pediatric Hematology-Oncology	115	0	0	10.15264
6544	Ewha Journal of Social Sciences	115	0	0	10.16935
6796	Journal of the Faculty of Veterinary Medicine Istanbul University	115	0	0	10.16988
6820	Korean Society for World Music	115	0	0	10.17091
7392	Revista UNIANDRADE	115	0	0	10.18024
7425	BM-Publisher American Journal of BioMedicine	115	0	0	10.18081
7444	Journal of Contemporary Medicine and Dentistry	115	0	0	10.18049
7689	Ivanovo State University	115	0	0	10.18083
8301	Business and Economics Research Journal	115	0	0	10.20409
8721	School of Computing, Telkom University	115	0	0	10.21108
8781	Revista Brasileira de Agropecuaria Sustentavel	115	0	0	10.21206
9433	Institute of Communication Research	115	0	0	10.22174
9575	Residential Environment Institute Of Korea	115	0	0	10.22313
9908	Agricultural University	115	0	0	10.22620
10521	Geospatial Information Agency of The Republic of Indonesia	115	0	0	10.24895
10630	International Journal of Pharmaceutical Sciences and Drug Research	115	0	0	10.25004
10654	Fundacio Universitaria Balmes	115	0	0	10.25029
12031	Universitas Proklamasi 45 Yogyakarta	115	0	0	10.30588
12205	Faculty of Sciences, University of Novi Sad	115	0	0	10.30755
2808	EURP	114	0	0	10.4281
5333	Croatian Medical Association	114	0	0	10.26800, 10.13112
5592	Korean Society for Hospice and Palliative Care	114	0	0	10.14475
7386	Socio.hu	114	0	0	10.18030
7788	Studia Mundi - Economica	114	0	0	10.18531
8416	Osmangazi Journal of Medicine	114	0	0	10.20515
8824	Korean Music Therapy Association	114	0	0	10.21330
9326	University of Rijeka, Faculty of Medicine	114	0	0	10.21860
9368	Revista Brasileira de Sociologia do Direito	114	0	0	10.21910
10947	Akademia Humanistyczno-Ekonomiczna w Lodzi	114	0	0	10.25312
11182	ALIES	114	0	0	10.19277
5536	Korean Association of Maxillofacial Plastic and Reconstructive Surgeons	113	0	0	10.14402
5611	Alliance Against Traffic in Women Foundation	113	0	0	10.14197
6287	International Network for Korean Language and Culture	113	0	0	10.15652
6490	Educational Research Institute, College of Education, Ewha Womans University	113	0	0	10.15854
6884	Association of Dongak Art History	113	0	0	10.17300
6901	The Korean Association for Cultural Sociology	113	0	0	10.17328
7046	University of Seoul Institute of Seoul Studies	113	0	0	10.17647
7079	World Association for Triple Helix and Future Strategy Studies	113	0	0	10.17477
7907	Korea Humanities Content Society	113	0	0	10.18658
8195	Bulletin of the Mineral Research and Exploration	113	0	0	10.19111
8247	Universitas Pelita Harapan	113	0	0	10.19166
10197	International Journal of Engineering and Applied Sciences	113	0	0	10.24107
10205	Jurnal Riset Industri Hasil Hutan	113	0	0	10.24111
10797	Chinese Nursing Research	113	0	0	10.25164
10844	Ailamazyan Program Systems Institute of Russian Academy of Sciences (PSI RAS)	113	0	0	10.25209
11035	Badan Pengembangan dan Pembinaan Bahasa	113	0	0	10.26499
11599	African Journal of Reproductive Health (AJRH)	113	0	0	10.29063
6186	VTeX	113	0	0	10.15559
11872	International Journal of Scientific and Research Publications (IJSRP)	113	0	0	10.29322
9557	Psicologia e Saude em Debate	113	0	0	10.22289
3993	Administrative Issues Journal: Education, Practice and Research	112	0	0	10.5929
5428	Japanese Society for Medical and Biological Engineering	112	0	0	10.14326
6577	Journal of the Faculty of Forestry, Istanbul University	112	0	0	10.17099
6759	Kamchatka State Technical University	112	0	0	10.17217
6885	Institute for the Study of North Korean Life	112	0	0	10.17321
9856	Revista Eniac Pesquisa	112	0	0	10.22567
10183	IAIN Purwokerto	112	0	0	10.24090
10492	Medicinska Naklada d.o.o.	112	0	0	10.24869
11428	Institut Seni Indonesia Padang Panjang	112	0	0	10.26887
11530	Italian Journal of Science and Engineering	112	0	0	10.28991
11550	Journal of Privacy and Confidentiality	112	0	0	10.29012
11597	Universidad Autonoma de Tamaulipas	112	0	0	10.29059
11675	Asian International Journal of Social Sciences	112	0	0	10.29139
4711	University of Alicante	111	0	0	10.7821
5080	The Korean Society for Industrial and Applied Mathematics	111	0	0	10.12941
5339	Korean Society for Imaging Science and Technology	111	0	0	10.14226
6337	Hacettepe Journal of Biology and Chemistry	111	0	0	10.15671
6782	Journal of Turkology Research	111	0	0	10.17133
6844	Korean Educational Psychology Association	111	0	0	10.17286
7068	Faculty of Administration, University of Ljubljana	111	0	0	10.17573
7167	Daegu Historical Association	111	0	0	10.17751
7381	Journal of Istanbul Faculty of Medicine	111	0	0	10.18017
8564	Kaygi	111	0	0	10.20981
9216	Korean Society for Indian Studies	111	0	0	10.21758
9427	Indonesian Center for Social and Environmental Accounting Research and Development (ICSEARD)	111	0	0	10.22164
10447	Department of Agronomy and Horticulture	111	0	0	10.24831
10557	The Korean Society Of Educational Psychology	111	0	0	10.24932, 10.17286
10617	Korean Hospitality and Tourism Academy	111	0	0	10.24992
10981	ISROSET: International Scientific Research Organization for Science, Engineering and Technology	111	0	0	10.26438
11097	Fundacion Universidad Autonoma de Colombia	111	0	0	10.26564
11820	College of Physicians and Surgeons Pakistan	111	0	0	10.29271
12327	Universitas Mulawarman	111	0	0	10.30872
12336	Balai Arkeologi Yogyakarta	111	0	0	10.30883
12336	Balai Arkeologi Yogyakarta	111	0	0	10.30883
29287	International Journal of Current Research in Science, Engineering & Technology (IJCRSET)	111	0	0	10.30967
15990	International Journal of Current Research in Science, Engineering & Technology (IJCRSET)	111	0	0	10.30967
5032	Korean Society for Clinical Pharmacology and Therapeutics (KAMJE)	110	0	0	10.12793
5552	Centre de Recherche en Demographie et Societes	110	0	0	10.14428
6827	Participatory Educational Research (Per)	110	0	0	10.17275
7619	Hrvatski Prirodoslovno Drustvo (Croatian Society for Natural Sciences)	110	0	0	10.18054
7647	Cappadocia Journal of History and Social Sciences	110	0	0	10.18299
8342	Facultad de Ciencias de la Salud, UDES	110	0	0	10.20320
8408	Revista de Medicina da UFC	110	0	0	10.20513
9370	Institute of Experimental Psychology	110	0	0	10.21909
10171	STMIK AMIKOM Yogyakarta	110	0	0	10.24076
10827	The Association of Korean Geographers	110	0	0	10.25202
12161	Revista Guara	110	0	0	10.30712
12161	Revista Guara	110	0	0	10.30712
1681	Scidea Ltd.	109	0	0	10.3128
4221	Japan Society of Health Support Science	109	0	0	10.7223
5358	International Community of Spatial Planning and Sustainable Development	109	0	0	10.14246
6086	American Medical Student Research Journal	109	0	0	10.15422
6478	Korean Association for Educational Information and Media	109	0	0	10.15833
7577	Institute of Hispanic Studies	109	0	0	10.18217
8145	Maden Tetkik ve Arama Dergisi	109	0	0	10.19076
8154	Omsk Law Academy	109	0	0	10.19073
8413	JEL-KEP	109	0	0	10.20520
8453	Universidad San Ignacio de Loyola S.A.	109	0	0	10.20511
8701	Instituto de Psicoterapia Relacional (IPR)	109	0	0	10.21110
9418	Association for Future Early Childhood Education	109	0	0	10.22155
12031	Universitas Proklamasi 45 Yogyakarta	109	0	0	10.30588
5531	The Korea Society of Emergency Medical Services	108	0	0	10.14408
7341	The Institute for Northeast Asia Research	108	0	0	10.18013
7459	Universa Medicina	108	0	0	10.18051
7485	Institute of Low Temperature Energy Technology	108	0	0	10.18198
7724	International Journal of Education in Mathematics, Science and Technology	108	0	0	10.18404
8083	RCVS Knowledge	108	0	0	10.18849
8452	Luchevaya Diagnostika	108	0	0	10.20862
8567	Inspira Network Group	108	0	0	10.20986
8581	The Korean Society of Health Informatics and Statistics	108	0	0	10.21032
8998	Uludag Universitesi Fen Edebiyat Fakultesi Sosyal Bilimler Dergisi	108	0	0	10.21550
9064	Mebas Medikal Basin Yayin Ltd. Sti	108	0	0	10.21613
9632	Universitas Warmadewa	108	0	0	10.22225
10042	Mathematical Research Press	108	0	0	10.23952
10228	Zdravstveno veleuciliste	108	0	0	10.24141
10239	Uzhhorod National University	108	0	0	10.24144
10554	Universitas Wiraraja	108	0	0	10.24929
12205	Faculty of Sciences, University of Novi Sad	108	0	0	10.30755
4094	PACIS - Panamerican Association for Computational Interdisciplinary Sciences	107	0	0	10.6062
5698	Korean Society for Emotion and Sensibility	107	0	0	10.14695
6669	Kepzes es Gyakorlat	107	0	0	10.17165
6789	Korean Geomorphological Association	107	0	0	10.16968
6813	Centro Interdisciplinario de Investigaciones en Psicologia Matematic	107	0	0	10.16888
6877	Korean Society of Sleep Medicine	107	0	0	10.17241
8093	Koreanisch-Deutsche Gesellschaft fuer Sozlaiwssenschaften	107	0	0	10.19032
8378	International Journal of Early Childhood Special Education (INT-JECSE)	107	0	0	10.20489
8594	Egitimde ve Psikolojide Olcme ve Degerlendirme Dergisi	107	0	0	10.21031
10796	International Journal of Agricultural and Biological Engineering (IJABE)	107	0	0	10.25165
11310	Laboratorio de Orientacao da Genese Organizacional - Universidade Federal de Santa Catarina	107	0	0	10.26771
2704	The International Journal of Digital Accounting Research	106	0	0	10.4192
3877	International Academy of Physical Therapy Research	106	0	0	10.5854
4082	Korean Association for the Study of Lung Cancer (KAMJE)	106	0	0	10.6058
4967	Revista Educacao Agricola Superior - ABEAS	106	0	0	10.12722
5241	Japan Society of Erosion Control Engineering	106	0	0	10.13101
5981	Selcuk Dental Journal	106	0	0	10.15311
6402	Institute for English Cultural Studies	106	0	0	10.15732
6616	Serious Games Society	106	0	0	10.17083
6761	Tropical Journal of Fisheries and Aquatic Sciences	106	0	0	10.17080
6822	The Korea Academy of International Business Education	106	0	0	10.17092
7227	Kahramanmaras Sutcu Imam University Journal of Engineering Sciences	106	0	0	10.17780
7278	Korean Society of Ecology and Infrastructure Engineering	106	0	0	10.17820
7477	IESUR/FAAr	106	0	0	10.14690
7852	Universidade Federal de Mato Grosso	106	0	0	10.18607
7856	Revista Cereus	106	0	0	10.18605
8414	The Research of the Korean Classic	106	0	0	10.20516
8864	Siauliai University	106	0	0	10.21277
9549	The Society of Modern Literary Theory	106	0	0	10.22273
9582	Universidad del Bio Bio	106	0	0	10.22320
10145	Korean Accounting Association (KAA)	106	0	0	10.24056
10432	The International Electronic Journal of Algebra	106	0	0	10.24330
10914	The Korean Society for Laser Medicine and Surgery	106	0	0	10.25289
11013	Journal of Baghdad College of Dentistry	106	0	0	10.26477
11093	Educa - Revista Multidisciplinar em Educacao	106	0	0	10.26568
12158	Cumhuriyet International Journal of Education	106	0	0	10.30703
2437	Japan Society of Coordination Chemistry	105	0	0	10.4019
3378	Journal of Tropical Soils	105	0	0	10.5400
6443	Korean Society for Parenteral and Enteral Nutrition	105	0	0	10.15747
6676	Dokuz Eylil University Graduate School of Social Sciences	105	0	0	10.16953
7347	The Study of History Education	105	0	0	10.17999
7385	Ilmin International Relations Institute (IIRI)	105	0	0	10.18031
7987	Mavi Atlas	105	0	0	10.18795
8129	Institute of Chemical Research of Catalonia	105	0	0	10.19061
9065	Universidad CES	105	0	0	10.21615
9300	International Journal of Multicultural and Multireligious Understanding (IJMMU)	105	0	0	10.18415
9685	Wonkwang University Legal Research Institute	105	0	0	10.22397
10220	International Journal of Recent Advancement in Engineering and Research (IJRAER)	105	0	0	10.24128
11420	Internet2	105	0	0	10.26869
2654	International Potato Center (CIP)	104	0	0	10.4160
5266	Forschungsinstitut Freie Berufe	104	0	0	10.13085
5474	The Korean Academy of International Business	104	0	0	10.14365
7135	The Society of Adhesion and Interface, Korea	104	0	0	10.17702
8558	Sekolah Tinggi Filsafat Islam (STFI) Sadra	104	0	0	10.20871
9318	Power System Technology Press	104	0	0	10.17775
